topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
Sum2022_2025,W4389519254,72,auto,The,Effect,of Chain -,The Effect of Chain -,
Sum2022_2025,W4389519254,73,auto,We,compare,the performance of,We compare the performance of,
Sum2022_2025,W4389519254,74,auto,Table,1,The Effect of,Table 1 The Effect of,
Sum2022_2025,W4389519254,75,auto,We,compare,the performance of,We compare the performance of,
Sum2022_2025,W4389519254,76,auto,Table,1,The Effect of,Table 1 The Effect of,
Sum2022_2025,W4389519254,77,auto,We,compare,the performance of,We compare the performance of,
Sum2022_2025,W4389519254,78,auto,Table,1,and Table 3,Table 1 and Table 3,
Sum2022_2025,W4389519254,79,auto,BLEU,(,Papineni et al.,BLEU ( Papineni et al.,
Sum2022_2025,W4389519254,80,auto,WMD,(,Kusner et al.,WMD ( Kusner et al.,
Sum2022_2025,W4389519254,81,auto,For,example,", summarization tasks","For example , summarization tasks",
Sum2022_2025,W4389519254,82,auto,In,this,"paper , we","In this paper , we",
Sum2022_2025,W4389519254,83,auto,We,conduct,extensive experiments on,We conduct extensive experiments on,
Sum2022_2025,W4389519254,84,auto,We,also,propose preliminary analysis,We also propose preliminary analysis,
Sum2022_2025,W4389519254,85,auto,We,hope,our work can,We hope our work can,
Sum2022_2025,W4389519254,86,auto,Limitations,G-EVAL,is a framework,Limitations G-EVAL is a framework,
Sum2022_2025,W4389519254,87,auto,However,",",it also has,"However , it also has",
Sum2022_2025,W4389519254,88,auto,1,.,As we already,1 . As we already,
Sum2022_2025,W4389519254,89,auto,This,may,lead to the,This may lead to the,
Sum2022_2025,W4389519254,90,auto,And,this,could result in,And this could result in,
Sum2022_2025,W4389519254,91,auto,2,.,G- EVAL is,2 . G- EVAL is,
Sum2022_2025,W4389519254,92,auto,Currently,",",most LLMs are,"Currently , most LLMs are",
Sum2022_2025,W4389519254,93,auto,This,may,limit the applicability,This may limit the applicability,
Sum2022_2025,W4389519254,94,auto,Moreover,",",the LLMs are,"Moreover , the LLMs are",
Sum2022_2025,W4389519254,95,auto,3,.,We meta -,3 . We meta -,
Sum2022_2025,W4389519254,96,auto,However,",",there are some,"However , there are some",
Sum2022_2025,W4389519254,97,auto,In,this,"case , the","In this case , the",
Sum2022_2025,W4389519254,98,auto,Therefore,",",more research is,"Therefore , more research is",
Sum2022_2025,W4389519254,99,auto,purpose,is,to aid researchers,purpose is to aid researchers,
Sum2022_2025,W4389519254,100,auto,Possible,risks,could exist if,Possible risks could exist if,
Sum2022_2025,W4389519254,101,auto,This,could,lead to developers,This could lead to developers,
Sum2022_2025,W4389519254,102,auto,Furthermore,",",users depending on,"Furthermore , users depending on",
Sum2022_2025,W4389519254,103,auto,Your,task,is to rate,Your task is to rate,
Sum2022_2025,W4389519254,104,auto,Please,make,sure you read,Please make sure you read,
Sum2022_2025,W4389519254,105,auto,Please,keep,this document open,Please keep this document open,
Sum2022_2025,W4389519254,106,auto,Evaluation,Criteria,: Coherence (,Evaluation Criteria : Coherence (,
Sum2022_2025,W4389519254,107,auto,We,align,this dimension with,We align this dimension with,
Sum2022_2025,W4389519254,108,auto,The,summary,should not just,The summary should not just,
Sum2022_2025,W4389519254,109,auto,Evaluation,Steps,: 1 .,Evaluation Steps : 1 .,
Sum2022_2025,W4389519254,110,auto,2,.,Read the summary,2 . Read the summary,
Sum2022_2025,W4389519254,111,auto,Check,if,the summary covers,Check if the summary covers,
Sum2022_2025,W4389519254,112,auto,-,Coherence,: Evaluate Engagingness,- Coherence : Evaluate Engagingness,
Sum2022_2025,W4389519254,113,auto,You,will,be given a,You will be given a,
Sum2022_2025,W4389519254,114,auto,You,will,then be given,You will then be given,
Sum2022_2025,W4389519254,115,auto,The,response,concerns an interesting,The response concerns an interesting,
Sum2022_2025,W4389519254,116,auto,Your,task,is to rate,Your task is to rate,
Sum2022_2025,W4389519254,117,auto,Please,make,sure you read,Please make sure you read,
Sum2022_2025,W4389519254,118,auto,Please,keep,this document open,Please keep this document open,
Sum2022_2025,W4389519254,119,auto,Evaluation,Crieteria,: Engagingness (,Evaluation Crieteria : Engagingness (,
Sum2022_2025,W4389519254,120,auto,-,A,score of 1,- A score of 1,
Sum2022_2025,W4389519254,121,auto,-,A,score of 2,- A score of 2,
Sum2022_2025,W4389519254,122,auto,2,.,Rate the response,2 . Rate the response,
Sum2022_2025,W4389519254,123,auto,3,.,Provide a brief,3 . Provide a brief,
Sum2022_2025,W4389519254,124,auto,-,Engagingness,: Evaluate Hallucinations,- Engagingness : Evaluate Hallucinations,
Sum2022_2025,W4389519254,125,auto,We,first,input Task Introduction,We first input Task Introduction,
Sum2022_2025,W4389519254,126,auto,Then,we,use the prompt,Then we use the prompt,
Sum2022_2025,W4389519254,127,auto,Finally,",",we use the,"Finally , we use the",
Sum2022_2025,W4389519254,128,auto,which,uses,User Input Input,which uses User Input Input,
Sum2022_2025,W4389519254,129,auto,You,will,be given one,You will be given one,
Sum2022_2025,W4389519254,130,auto,Your,task,is to rate,Your task is to rate,
Sum2022_2025,W4389519254,131,auto,We,align,this dimension with,We align this dimension with,
Sum2022_2025,W4389519254,132,auto,2,.,Read the summary,2 . Read the summary,
Sum2022_2025,W4389519254,133,auto,Check,if,the summary covers,Check if the summary covers,
Sum2022_2025,W4389519254,134,auto,3,.,Assign a score,3 . Assign a score,
Sum2022_2025,W4389519254,135,auto,Weighted,Summed,Score : 2.59,Weighted Summed Score : 2.59,
Sum2022_2025,W4389519254,136,auto,Naturalness,Coherence,Engagingness Groundedness AVG,Naturalness Coherence Engagingness Groundedness AVG,
Sum2022_2025,W4389519254,137,auto,Although,it,has different distribution,Although it has different distribution,
Sum2022_2025,W4389519254,139,auto,The,G-,EVAL framework we,The G- EVAL framework we,
Sum2022_2025,W4389519254,140,auto,Its,Meteor,: An automatic,Its Meteor : An automatic,
Sum2022_2025,W4389519254,141,auto,Fact,aware,neural abstractive summarization,Fact aware neural abstractive summarization,
Sum2022_2025,W4389519254,142,auto,Proceedings,of,the Workshop on,Proceedings of the Workshop on,
Sum2022_2025,W4389519254,143,auto,Proceedings,of,the 2022 Conference,Proceedings of the 2022 Conference,
Sum2022_2025,W4389519254,144,auto,International,conference,on machine learning,International conference on machine learning,
Sum2022_2025,W4389519254,145,auto,July,5,"- 10 ,","July 5 - 10 ,",
Sum2022_2025,W4389519254,146,auto,Proceedings,of,the 58th Annual,Proceedings of the 58th Annual,
Sum2022_2025,W4389519254,147,auto,Association,for,Computational Linguistics 2020,Association for Computational Linguistics 2020,
Sum2022_2025,W4389519254,148,auto,Don't,give,me the details,Don't give me the details,
Sum2022_2025,W4389519254,149,auto,topic,-,aware convolutional neural,topic - aware convolutional neural,
Sum2022_2025,W4389519254,150,auto,35,2022,Bleu : a,35 2022 Bleu : a,
Sum2022_2025,W4389519254,151,auto,An,investigation,into the validity,An investigation into the validity,
Sum2022_2025,W4389519254,153,auto,Evaluating,evaluation,methods for generation,Evaluating evaluation methods for generation,
Sum2022_2025,W4389519254,154,auto,Is,chatgpt,a good nlg,Is chatgpt a good nlg,
Sum2022_2025,W4389519254,155,auto,a,preliminary,study 2023 arXiv,a preliminary study 2023 arXiv,
Sum2022_2025,W4389519254,156,auto,Large,language,models are not,Large language models are not,
Sum2022_2025,W4389519254,157,auto,Towards,a,unified multidimensional evaluator,Towards a unified multidimensional evaluator,
Sum2022_2025,W4389519254,158,auto,A,Example,Prompts Evaluate Coherence,A Example Prompts Evaluate Coherence,
Sum2022_2025,W4389519254,159,auto,You,will,be given one,You will be given one,
Sum2022_2025,W4285744692,0,auto,Functions,of,Gut Microbiota Metabolites,Functions of Gut Microbiota Metabolites,
Sum2022_2025,W4285744692,1,auto,In,healthy,"state , gut","In healthy state , gut",
Sum2022_2025,W4285744692,2,auto,Although,there,are many reviews,Although there are many reviews,
Sum2022_2025,W4285744692,3,auto,In,this,"Opinion , we","In this Opinion , we",
Sum2022_2025,W4285744692,4,auto,In,addition,", we summarize","In addition , we summarize",
Sum2022_2025,W4285744692,5,auto,This,paper,can be helpful,This paper can be helpful,
Sum2022_2025,W4285744692,6,auto,The,gut,microbiota is a,The gut microbiota is a,
Sum2022_2025,W4285744692,7,auto,Although,the,importance of gut,Although the importance of gut,
Sum2022_2025,W4285744692,8,auto,In,normal,"condition , the","In normal condition , the",
Sum2022_2025,W4285744692,9,auto,Currently,",",there are many,"Currently , there are many",
Sum2022_2025,W4285744692,10,auto,Gut,microbiota,metabolites Classification of,Gut microbiota metabolites Classification of,
Sum2022_2025,W4285744692,11,auto,It,is,estimated that the,It is estimated that the,
Sum2022_2025,W4285744692,12,auto,Typical,gut,microbiota metabolites in,Typical gut microbiota metabolites in,
Sum2022_2025,W4285744692,13,auto,SCFAs,are,saturated aliphatic acids,SCFAs are saturated aliphatic acids,
Sum2022_2025,W4285744692,14,auto,Acetate,",","propionate , and","Acetate , propionate , and",
Sum2022_2025,W4285744692,15,auto,Most,SCFA,are generated by,Most SCFA are generated by,
Sum2022_2025,W4285744692,16,auto,Bile,acids,are cholesterol derived,Bile acids are cholesterol derived,
Sum2022_2025,W4285744692,17,auto,The,proteins,and peptides that,The proteins and peptides that,
Sum2022_2025,W4285744692,18,auto,In,addition,to metabolites mentioned,In addition to metabolites mentioned,
Sum2022_2025,W4285744692,19,auto,The,gut,microbiota can produce,The gut microbiota can produce,
Sum2022_2025,W4285744692,20,auto,Ways,gut,microbiota metabolites act,Ways gut microbiota metabolites act,
Sum2022_2025,W4285744692,21,auto,Bacterial,cross,- feeding refers,Bacterial cross - feeding refers,
Sum2022_2025,W4285744692,22,auto,In,gastrointestinal,"tract , a","In gastrointestinal tract , a",
Sum2022_2025,W4285744692,23,auto,Serving,as,nutrition and influencing,Serving as nutrition and influencing,
Sum2022_2025,W4285744692,24,auto,Modulation,of,host metabolism Energy,Modulation of host metabolism Energy,
Sum2022_2025,W4285744692,25,auto,In,adult,"mammals , long","In adult mammals , long",
Sum2022_2025,W4285744692,26,auto,In,general,", adipose tissues","In general , adipose tissues",
Sum2022_2025,W4285744692,27,auto,BAT,and,beige adipose tissue,BAT and beige adipose tissue,
Sum2022_2025,W4285744692,28,auto,Influencing,the,intestinal barrier and,Influencing the intestinal barrier and,
Sum2022_2025,W4285744692,29,auto,The,function,of intestinal barrier,The function of intestinal barrier,
Sum2022_2025,W4285744692,30,auto,The,proper,function of intestinal,The proper function of intestinal,
Sum2022_2025,W4285744692,31,auto,Impacting,the,systemic immune response,Impacting the systemic immune response,
Sum2022_2025,W4285744692,32,auto,In,addition,to modulate the,In addition to modulate the,
Sum2022_2025,W4285744692,33,auto,In,spleen,"B cells ,","In spleen B cells ,",
Sum2022_2025,W4285744692,34,auto,Increased,level,of TMAO is,Increased level of TMAO is,
Sum2022_2025,W4285744692,35,auto,Osteoporosis,is,a skeletal disease,Osteoporosis is a skeletal disease,
Sum2022_2025,W4285744692,36,auto,In,the,"bone , gut","In the bone , gut",
Sum2022_2025,W4285744692,37,auto,In,addition,to the effects,In addition to the effects,
Sum2022_2025,W4285744692,38,auto,Influencing,the,nervous system,Influencing the nervous system,
Sum2022_2025,W4285744692,39,auto,It,has,long been established,It has long been established,
Sum2022_2025,W4285744692,40,auto,The,blood,- brain barrier,The blood - brain barrier,
Sum2022_2025,W4285744692,41,auto,BBB,plays,essential roles in,BBB plays essential roles in,
Sum2022_2025,W4285744692,42,auto,Infections,",","autoimmune diseases ,","Infections , autoimmune diseases ,",
Sum2022_2025,W4285744692,43,auto,The,CNS,contains a variety,The CNS contains a variety,
Sum2022_2025,W4285744692,44,auto,T,and,CD8 +,T and CD8 +,
Sum2022_2025,W4285744692,45,auto,T,cells,", and mast","T cells , and mast",
Sum2022_2025,W4285744692,46,auto,Feelings,of,hunger and satiety,Feelings of hunger and satiety,
Sum2022_2025,W4285744692,47,auto,Gut,microbiota,metabolites can influence,Gut microbiota metabolites can influence,
Sum2022_2025,W4285744692,48,auto,In,the,"colon , gut","In the colon , gut",
Sum2022_2025,W4285744692,49,auto,Modulation,of,circadian rhythm Human,Modulation of circadian rhythm Human,
Sum2022_2025,W4285744692,50,auto,Circadian,rhythms,affect the microscopic,Circadian rhythms affect the microscopic,
Sum2022_2025,W4285744692,51,auto,Recent,studies,showed that gut,Recent studies showed that gut,
Sum2022_2025,W4285744692,52,auto,The,effects,of gut microbiota,The effects of gut microbiota,
Sum2022_2025,W4285744692,53,auto,These,interactions,between different functions,These interactions between different functions,
Sum2022_2025,W4285744692,54,auto,For,example,", gut microbiota","For example , gut microbiota",
Sum2022_2025,W4285744692,55,auto,Affecting,drug,efficacy and toxicity,Affecting drug efficacy and toxicity,
Sum2022_2025,W4285744692,57,auto,In,addition,to the metabolites,In addition to the metabolites,
Sum2022_2025,W4285744692,58,auto,However,",",the structures and,"However , the structures and",
Sum2022_2025,W4285744692,59,auto,For,this,"reason , it","For this reason , it",
Sum2022_2025,W4285744692,60,auto,Currently,",",a variety of,"Currently , a variety of",
Sum2022_2025,W4285744692,61,auto,Because,of,their significance in,Because of their significance in,
Sum2022_2025,W4285744692,62,auto,Special,attention,should be paid,Special attention should be paid,
Sum2022_2025,W4285744692,63,auto,During,the,"disease development ,","During the disease development ,",
Sum2022_2025,W4285744692,64,auto,Correspondingly,",",the methods for,"Correspondingly , the methods for",
Sum2022_2025,W4285744692,65,auto,More,importantly,", gut microbiota","More importantly , gut microbiota",
Sum2022_2025,W4285744692,66,auto,Therefore,",",microbial - based,"Therefore , microbial - based",
Sum2022_2025,W4285744692,67,auto,In,order,to develop more,In order to develop more,
Sum2022_2025,W4285744692,68,auto,For,example,", vedoNet ,","For example , vedoNet ,",
Sum2022_2025,W4285744692,69,auto,The,gut,microbiota and the,The gut microbiota and the,
Sum2022_2025,W4285744692,70,auto,Owing,to,the diversity of,Owing to the diversity of,
Sum2022_2025,W4285744692,71,auto,These,metabolites,shuttle between gut,These metabolites shuttle between gut,
Sum2022_2025,W4285744692,72,auto,Because,of,the variability of,Because of the variability of,
Sum2022_2025,W4285744692,73,auto,To,achieve,the aim of,To achieve the aim of,
Sum2022_2025,W4285744692,74,auto,Of,note,", although a","Of note , although a",
Sum2022_2025,W4285744692,75,auto,Figure,1,. 1 Figure1,Figure 1 . 1 Figure1,
Sum2022_2025,W4285744692,76,auto,Ways,gut,microbiota metabolites act,Ways gut microbiota metabolites act,
