paper_id,label
SKG_DIA_199,0
SKG_DIA_200,0
SKG_DIA_201,0
SKG_DIA_202,0
SKG_DIA_203,0
SKG_DIA_204,0
SKG_DIA_205,0
SKG_DIA_206,0
SKG_DIA_207,0
SKG_DIA_208,0
SKG_DIA_209,0
SKG_DIA_210,0
SKG_DIA_211,0
SKG_DIA_212,0
SKG_DIA_213,0
SKG_DIA_214,0
SKG_DIA_215,0
SKG_DIA_216,0
SKG_DIA_217,0
SKG_DIA_218,0
SKG_DIA_219,0
SKG_DIA_220,0
SKG_DIA_221,0
SKG_DIA_222,0
SKG_DIA_223,0
SKG_DIA_224,0
SKG_DIA_225,0
SKG_DIA_226,0
SKG_DIA_227,0
SKG_DIA_228,0
SKG_DIA_229,0
SKG_DIA_230,0
SKG_DIA_231,0
SKG_DIA_232,0
SKG_DIA_233,0
SKG_DIA_234,0
SKG_DIA_235,0
SKG_DIA_236,0
SKG_DIA_237,0
SKG_DIA_238,0
SKG_DIA_240,0
SKG_DIA_241,0
SKG_DIA_242,0
SKG_DIA_243,0
SKG_DIA_244,0
SKG_DIA_245,0
SKG_DIA_247,0
SKG_DIA_248,0
SKG_DIA_249,0
SKG_DIA_251,0
SKG_DIA_252,0
SKG_DIA_253,0
SKG_DIA_254,0
SKG_DIA_255,0
SKG_DIA_256,0
SKG_DIA_257,0
SKG_DIA_258,0
SKG_DIA_259,0
SKG_DIA_260,0
SKG_DIA_261,0
SKG_DIA_262,0
SKG_DIA_263,0
SKG_DIA_264,0
SKG_DIA_265,0
SKG_DIA_266,0
SKG_DIA_267,0
SKG_DIA_268,0
SKG_DIA_269,0
SKG_DIA_270,0
SKG_DIA_271,0
SKG_DIA_272,0
SKG_DIA_273,0
SKG_DIA_275,0
SKG_DIA_276,0
SKG_DIA_277,0
SKG_DIA_278,0
SKG_DIA_279,0
SKG_DIA_280,0
SKG_DIA_281,0
SKG_DIA_282,0
SKG_DIA_283,0
SKG_DIA_284,0
SKG_DIA_285,0
SKG_DIA_286,0
SKG_DIA_287,0
SKG_DIA_288,0
SKG_DIA_289,0
SKG_DIA_290,0
SKG_DIA_291,0
SKG_DIA_292,0
SKG_DIA_293,0
SKG_DIA_295,0
SKG_DIA_296,0
SKG_DIA_297,0
SKG_DIA_298,0
SKG_DIA_299,0
SKG_DIA_300,0
SKG_DIA_301,0
SKG_DIA_302,0
SKG_DIA_303,0
SKG_DIA_304,0
SKG_DIA_305,0
SKG_DIA_306,0
SKG_DIA_307,0
SKG_DIA_308,0
SKG_DIA_309,0
SKG_DIA_310,0
SKG_DIA_311,0
SKG_DIA_313,0
SKG_DIA_314,0
SKG_DIA_315,0
SKG_DIA_316,0
SKG_DIA_317,0
SKG_DIA_318,0
SKG_DIA_1,0
BLOG_MT_0,0
BLOG_MT_1,0
BLOG_MT_2,0
BLOG_MT_3,0
BLOG_MT_4,0
BLOG_MT_5,0
BLOG_MT_6,0
BLOG_MT_7,0
BLOG_MT_8,0
BLOG_MT_9,0
BLOG_MT_10,0
BLOG_MT_11,0
NOVEL_MT_0,1
NOVEL_MT_2,1
NOVEL_MT_3,1
NOVEL_MT_4,1
NOVEL_MT_5,1
NOVEL_MT_6,1
NOVEL_MT_7,1
NOVEL_MT_8,1
NOVEL_MT_9,1
NOVEL_MT_10,1
NOVEL_MT_11,1
NOVEL_MT_12,1
NOVEL_MT_14,1
NOVEL_MT_15,1
NOVEL_MT_16,1
NOVEL_MT_17,1
NOVEL_MT_18,1
NOVEL_MT_19,1
NOVEL_MT_20,1
NOVEL_MT_21,1
NOVEL_MT_22,1
NOVEL_MT_23,1
NOVEL_MT_24,1
NOVEL_MT_25,1
NOVEL_MT_26,1
NOVEL_MT_27,1
NOVEL_MT_28,1
NOVEL_MT_29,1
NOVEL_MT_30,1
NOVEL_MT_31,1
NOVEL_MT_33,1
NOVEL_MT_34,1
NOVEL_MT_35,1
NOVEL_MT_36,1
NOVEL_MT_37,1
NOVEL_MT_38,1
NOVEL_MT_39,1
NOVEL_MT_40,1
NOVEL_MT_41,1
NOVEL_MT_42,1
NOVEL_MT_43,1
NOVEL_MT_44,1
NOVEL_MT_45,1
NOVEL_MT_46,1
NOVEL_MT_47,1
NOVEL_MT_48,1
NOVEL_MT_49,1
NOVEL_MT_50,1
NOVEL_MT_51,1
NOVEL_MT_52,1
NOVEL_MT_53,1
NOVEL_MT_54,1
NOVEL_MT_55,1
NOVEL_MT_56,1
NOVEL_MT_57,1
NOVEL_MT_58,1
NOVEL_MT_59,1
NOVEL_MT_60,1
NOVEL_MT_61,1
NOVEL_MT_62,1
NOVEL_MT_63,1
NOVEL_MT_64,1
NOVEL_MT_65,1
NOVEL_MT_66,1
NOVEL_MT_67,1
NOVEL_MT_68,1
NOVEL_MT_69,1
NOVEL_MT_70,1
NOVEL_MT_71,1
NOVEL_MT_72,1
NOVEL_MT_73,1
NOVEL_MT_74,1
NOVEL_MT_75,1
NOVEL_MT_76,1
NOVEL_MT_77,1
NOVEL_MT_78,1
NOVEL_MT_79,1
NOVEL_MT_80,1
NOVEL_MT_81,1
NOVEL_MT_82,1
NOVEL_MT_83,1
NOVEL_MT_84,1
NOVEL_MT_85,1
NOVEL_MT_86,1
NOVEL_MT_87,1
NOVEL_MT_88,1
NOVEL_MT_89,1
NOVEL_MT_90,1
NOVEL_MT_91,1
NOVEL_MT_92,1
NOVEL_MT_93,1
NOVEL_MT_94,1
NOVEL_MT_95,1
NOVEL_MT_96,1
NOVEL_MT_97,1
NOVEL_MT_98,1
NOVEL_MT_99,1
NOVEL_MT_100,1
NOVEL_MT_101,1
NOVEL_MT_102,1
NOVEL_MT_103,1
NOVEL_MT_104,1
NOVEL_MT_105,1
NOVEL_MT_106,1
NOVEL_MT_107,1
NOVEL_MT_108,1
NOVEL_MT_109,1
NOVEL_MT_110,1
NOVEL_MT_111,1
NOVEL_MT_112,1
NOVEL_MT_113,1
NOVEL_MT_114,1
NOVEL_MT_115,1
NOVEL_MT_116,1
NOVEL_MT_117,1
NOVEL_MT_118,1
NOVEL_MT_119,1
NOVEL_MT_120,1
NOVEL_MT_121,1
NOVEL_MT_122,1
NOVEL_MT_123,1
NOVEL_MT_124,1
NOVEL_MT_125,1
NOVEL_MT_126,1
NOVEL_MT_127,1
NOVEL_MT_128,1
NOVEL_MT_129,1
NOVEL_MT_130,1
NOVEL_MT_131,1
NOVEL_MT_132,1
NOVEL_MT_133,1
NOVEL_MT_134,1
NOVEL_MT_135,1
NOVEL_MT_136,1
NOVEL_MT_137,1
NOVEL_MT_138,1
NOVEL_MT_139,1
NOVEL_MT_140,1
NOVEL_MT_141,1
NOVEL_MT_142,1
NOVEL_MT_143,1
NOVEL_MT_144,1
NOVEL_MT_146,1
NOVEL_MT_147,1
NOVEL_MT_148,1
NOVEL_MT_150,1
NOVEL_MT_151,1
NOVEL_MT_152,1
NOVEL_MT_153,1
NOVEL_MT_154,1
NOVEL_MT_155,1
NOVEL_MT_156,1
NOVEL_MT_157,1
NOVEL_MT_158,1
NOVEL_MT_159,1
NOVEL_MT_160,1
NOVEL_MT_161,1
NOVEL_MT_162,1
NOVEL_MT_163,1
NOVEL_MT_164,1
NOVEL_MT_165,1
NOVEL_MT_166,1
NOVEL_MT_167,1
NOVEL_MT_168,1
NOVEL_MT_169,1
NOVEL_MT_170,1
NOVEL_MT_171,1
NOVEL_MT_172,1
NOVEL_MT_173,1
NOVEL_MT_174,1
NOVEL_MT_175,1
NOVEL_MT_176,1
NOVEL_MT_177,1
NOVEL_MT_178,1
NOVEL_MT_179,1
NOVEL_MT_180,1
NOVEL_MT_181,1
NOVEL_MT_182,1
NOVEL_MT_183,1
NOVEL_MT_184,1
NOVEL_MT_185,1
NOVEL_MT_186,1
NOVEL_MT_187,1
NOVEL_MT_188,1
NOVEL_MT_189,1
NOVEL_MT_190,1
NOVEL_MT_191,1
NOVEL_MT_192,1
NOVEL_MT_193,1
NOVEL_MT_194,1
NOVEL_MT_195,1
NOVEL_MT_196,1
NOVEL_MT_197,1
NOVEL_MT_198,1
NOVEL_MT_199,1
NOVEL_MT_200,1
NOVEL_MT_201,1
NOVEL_MT_202,1
NOVEL_MT_203,1
NOVEL_MT_204,1
NOVEL_MT_205,1
NOVEL_MT_206,1
NOVEL_MT_207,1
NOVEL_MT_208,1
NOVEL_MT_209,1
NOVEL_MT_210,1
NOVEL_MT_211,1
NOVEL_MT_212,1
NOVEL_MT_213,1
NOVEL_MT_214,1
NOVEL_MT_215,1
NOVEL_MT_216,1
NOVEL_MT_217,1
NOVEL_MT_218,1
NOVEL_MT_219,1
NOVEL_MT_220,1
NOVEL_MT_221,1
NOVEL_MT_222,1
NOVEL_MT_223,1
NOVEL_MT_224,1
NOVEL_MT_225,1
NOVEL_MT_226,1
NOVEL_MT_227,1
NOVEL_MT_228,1
NOVEL_MT_229,1
NOVEL_MT_230,1
NOVEL_MT_231,1
NOVEL_MT_232,1
NOVEL_MT_233,1
NOVEL_MT_234,1
NOVEL_MT_235,1
NOVEL_MT_236,1
NOVEL_MT_237,1
NOVEL_MT_238,1
NOVEL_MT_239,1
NOVEL_MT_241,1
NOVEL_MT_242,1
NOVEL_MT_243,1
NOVEL_MT_244,1
NOVEL_MT_245,1
NOVEL_MT_246,1
NOVEL_MT_247,1
NOVEL_MT_248,1
NOVEL_MT_249,1
NOVEL_MT_250,1
NOVEL_MT_251,1
NOVEL_MT_252,1
NOVEL_MT_253,1
NOVEL_MT_254,1
NOVEL_MT_255,1
NOVEL_MT_256,1
NOVEL_MT_257,1
NOVEL_MT_258,1
NOVEL_MT_259,1
NOVEL_MT_260,1
NOVEL_MT_261,1
NOVEL_MT_262,1
NOVEL_MT_263,1
NOVEL_MT_264,1
NOVEL_MT_265,1
NOVEL_MT_266,1
NOVEL_MT_267,1
NOVEL_MT_268,1
NOVEL_MT_269,1
NOVEL_MT_270,1
NOVEL_MT_271,1
NOVEL_MT_272,1
NOVEL_MT_273,1
NOVEL_MT_274,1
NOVEL_MT_275,1
NOVEL_MT_276,1
NOVEL_MT_277,1
NOVEL_MT_278,1
NOVEL_MT_279,1
NOVEL_MT_280,1
NOVEL_MT_281,1
NOVEL_MT_282,1
NOVEL_MT_283,1
NOVEL_MT_284,1
NOVEL_MT_286,1
NOVEL_MT_287,1
NOVEL_MT_288,1
NOVEL_MT_289,1
NOVEL_MT_290,1
NOVEL_MT_291,1
NOVEL_MT_292,1
NOVEL_MT_294,1
NOVEL_MT_295,1
NOVEL_MT_296,1
NOVEL_MT_297,1
NOVEL_MT_298,1
NOVEL_MT_299,1
NOVEL_MT_300,1
NOVEL_MT_301,1
NOVEL_MT_302,1
NOVEL_MT_303,1
NOVEL_MT_304,1
NOVEL_MT_305,1
NOVEL_MT_306,1
SKG_MT_0,0
SKG_MT_1,0
SKG_MT_2,0
SKG_MT_3,0
SKG_MT_4,0
SKG_MT_5,0
SKG_MT_6,0
SKG_MT_7,0
SKG_MT_8,0
SKG_MT_10,0
SKG_MT_11,0
SKG_MT_12,0
SKG_MT_13,0
SKG_MT_14,0
SKG_MT_15,0
SKG_MT_16,0
SKG_MT_17,0
SKG_MT_18,0
SKG_MT_19,0
SKG_MT_20,0
SKG_MT_21,0
SKG_MT_22,0
SKG_MT_23,0
SKG_MT_24,0
SKG_MT_25,0
SKG_MT_26,0
SKG_MT_27,0
SKG_MT_28,0
SKG_MT_29,0
SKG_MT_30,0
SKG_MT_31,0
SKG_MT_32,0
SKG_MT_33,0
SKG_MT_34,0
SKG_MT_35,0
SKG_MT_36,0
SKG_MT_37,0
SKG_MT_38,0
SKG_MT_39,0
SKG_MT_40,0
SKG_MT_41,0
SKG_MT_42,0
SKG_MT_43,0
SKG_MT_44,0
SKG_MT_45,0
SKG_MT_46,0
SKG_MT_47,0
SKG_MT_48,0
SKG_MT_49,0
SKG_MT_50,0
SKG_MT_51,0
SKG_MT_52,0
SKG_MT_53,0
SKG_MT_54,0
SKG_MT_55,0
SKG_MT_56,0
SKG_MT_57,0
SKG_MT_58,0
SKG_MT_59,0
SKG_MT_60,0
SKG_MT_61,0
SKG_MT_62,0
SKG_MT_64,0
SKG_MT_65,0
SKG_MT_66,0
SKG_MT_67,0
SKG_MT_68,0
SKG_MT_69,0
SKG_MT_70,0
SKG_MT_71,0
SKG_MT_72,0
SKG_MT_73,0
SKG_MT_74,0
SKG_MT_75,0
SKG_MT_76,0
SKG_MT_77,0
SKG_MT_78,0
SKG_MT_79,0
SKG_MT_80,0
SKG_MT_81,0
SKG_MT_82,0
SKG_MT_83,0
SKG_MT_84,0
SKG_MT_85,0
SKG_MT_86,0
SKG_MT_87,0
SKG_MT_88,0
SKG_MT_89,0
SKG_MT_90,0
SKG_MT_91,0
SKG_MT_92,0
SKG_MT_93,0
SKG_MT_94,0
SKG_MT_95,0
SKG_MT_96,0
SKG_MT_97,0
SKG_MT_98,0
SKG_MT_99,0
SKG_MT_100,0
SKG_MT_101,0
SKG_MT_102,0
SKG_MT_103,0
SKG_MT_104,0
SKG_MT_105,0
SKG_MT_106,0
SKG_MT_107,0
SKG_MT_108,0
SKG_MT_109,0
SKG_MT_110,0
SKG_MT_111,0
SKG_MT_112,0
SKG_MT_113,0
SKG_MT_114,0
SKG_MT_115,0
SKG_MT_116,0
SKG_MT_117,0
SKG_MT_118,0
SKG_MT_119,0
SKG_MT_122,0
SKG_MT_123,0
SKG_MT_124,0
SKG_MT_125,0
SKG_MT_126,0
SKG_MT_128,0
SKG_MT_129,0
SKG_MT_130,0
SKG_MT_131,0
SKG_MT_132,0
SKG_MT_133,0
SKG_MT_134,0
SKG_MT_135,0
SKG_MT_136,0
SKG_MT_137,0
SKG_MT_138,0
SKG_MT_139,0
SKG_MT_140,0
SKG_MT_141,0
SKG_MT_142,0
SKG_MT_143,0
SKG_MT_144,0
SKG_MT_145,0
SKG_MT_146,0
SKG_MT_147,0
SKG_MT_148,0
SKG_MT_149,0
SKG_MT_150,0
SKG_MT_151,0
SKG_MT_152,0
SKG_MT_153,0
SKG_MT_154,0
SKG_MT_155,0
SKG_MT_156,0
SKG_MT_157,0
SKG_MT_158,0
SKG_MT_159,0
SKG_MT_160,0
SKG_MT_161,0
SKG_MT_162,0
SKG_MT_163,0
SKG_MT_164,0
SKG_MT_165,0
SKG_MT_166,0
SKG_MT_168,0
SKG_MT_169,0
SKG_MT_170,0
SKG_MT_171,0
SKG_MT_172,0
SKG_MT_173,0
SKG_MT_174,0
SKG_MT_175,0
SKG_MT_176,0
SKG_MT_177,0
SKG_MT_178,0
SKG_MT_179,0
SKG_MT_180,0
SKG_MT_181,0
SKG_MT_182,0
SKG_MT_183,0
SKG_MT_184,0
SKG_MT_186,0
SKG_MT_187,0
SKG_MT_188,0
SKG_MT_189,0
SKG_MT_190,0
SKG_MT_192,0
SKG_MT_193,0
SKG_MT_194,0
SKG_MT_195,0
SKG_MT_196,0
SKG_MT_197,0
SKG_MT_198,0
SKG_MT_199,0
SKG_MT_200,0
SKG_MT_201,0
SKG_MT_202,0
SKG_MT_203,0
SKG_MT_204,0
SKG_MT_205,0
SKG_MT_206,0
SKG_MT_207,0
SKG_MT_208,0
SKG_MT_209,0
SKG_MT_210,0
SKG_MT_211,0
SKG_MT_212,0
SKG_MT_213,0
SKG_MT_214,0
SKG_MT_215,0
SKG_MT_216,0
SKG_MT_217,0
SKG_MT_219,0
SKG_MT_220,0
SKG_MT_221,0
SKG_MT_222,0
SKG_MT_223,0
SKG_MT_224,0
SKG_MT_225,0
SKG_MT_226,0
SKG_MT_227,0
SKG_MT_228,0
SKG_MT_229,0
SKG_MT_230,0
SKG_MT_231,0
SKG_MT_232,0
SKG_MT_233,0
SKG_MT_234,0
SKG_MT_235,0
SKG_MT_236,0
SKG_MT_237,0
SKG_MT_238,0
SKG_MT_239,0
SKG_MT_240,0
SKG_MT_241,0
SKG_MT_242,0
SKG_MT_243,0
SKG_MT_244,0
SKG_MT_245,0
SKG_MT_246,0
SKG_MT_247,0
SKG_MT_248,0
SKG_MT_249,0
SKG_MT_250,0
SKG_MT_251,0
SKG_MT_252,0
SKG_MT_253,0
SKG_MT_254,0
SKG_MT_255,0
SKG_MT_256,0
SKG_MT_257,0
SKG_MT_258,0
SKG_MT_259,0
SKG_MT_260,0
SKG_MT_261,0
SKG_MT_262,0
SKG_MT_263,0
SKG_MT_264,0
SKG_MT_265,0
SKG_MT_266,0
SKG_MT_267,0
SKG_MT_268,0
SKG_MT_269,0
SKG_MT_271,0
SKG_MT_272,0
SKG_MT_273,0
SKG_MT_274,0
SKG_MT_275,0
SKG_MT_276,0
SKG_MT_277,0
SKG_MT_279,0
SKG_MT_280,0
SKG_MT_281,0
SKG_MT_282,0
SKG_MT_283,0
SKG_MT_284,0
SKG_MT_285,0
SKG_MT_286,0
SKG_MT_287,0
SKG_MT_288,0
SKG_MT_289,0
SKG_MT_290,0
SKG_MT_291,0
SKG_MT_292,0
SKG_MT_293,0
SKG_MT_294,0
SKG_MT_295,0
SKG_MT_296,0
SKG_MT_297,0
SKG_MT_298,0
SKG_MT_299,0
SKG_MT_300,0
SKG_MT_302,0
SKG_MT_303,0
SKG_MT_304,0
SKG_MT_305,0
SKG_MT_307,0
SKG_MT_308,0
SKG_MT_309,0
SKG_MT_310,0
SKG_MT_311,0
SKG_MT_312,0
SKG_MT_314,0
SKG_MT_315,0
SKG_MT_316,0
SKG_MT_317,0
SKG_MT_318,0
SKG_MT_319,0
SKG_MT_320,0
SKG_MT_321,0
SKG_MT_322,0
SKG_MT_323,0
SKG_MT_324,0
SKG_MT_325,0
SKG_MT_326,0
SKG_MT_327,0
SKG_MT_328,0
SKG_MT_329,0
SKG_MT_330,0
SKG_MT_331,0
SKG_MT_332,0
SKG_MT_333,0
SKG_MT_334,0
SKG_MT_335,0
SKG_MT_336,0
SKG_MT_337,0
SKG_MT_338,0
SKG_MT_339,0
SKG_MT_340,0
SKG_MT_341,0
SKG_MT_342,0
SKG_MT_343,0
SKG_MT_344,0
SKG_MT_345,0
SKG_MT_346,0
SKG_MT_347,0
SKG_MT_348,0
SKG_MT_349,0
SKG_MT_350,0
SKG_MT_351,0
SKG_MT_353,0
SKG_MT_354,0
SKG_MT_356,0
SKG_MT_357,0
SKG_MT_358,0
SKG_MT_359,0
SKG_MT_360,0
SKG_MT_361,0
SKG_MT_362,0
SKG_MT_363,0
SKG_MT_364,0
SKG_MT_365,0
SKG_MT_366,0
SKG_MT_367,0
SKG_MT_368,0
SKG_MT_369,0
SKG_MT_370,0
SKG_MT_371,0
SKG_MT_372,0
SKG_MT_373,0
SKG_MT_374,0
SKG_MT_375,0
SKG_MT_376,0
SKG_MT_377,0
SKG_MT_378,0
SKG_MT_379,0
SKG_MT_380,0
SKG_MT_381,0
SKG_MT_382,0
SKG_MT_383,0
SKG_MT_384,0
SKG_MT_385,0
SKG_MT_386,0
SKG_MT_387,0
SKG_MT_388,0
SKG_MT_389,0
SKG_MT_390,0
SKG_MT_391,0
SKG_MT_392,0
SKG_MT_393,0
SKG_MT_394,0
SKG_MT_395,0
SKG_MT_396,0
SKG_MT_397,0
SKG_MT_398,0
SKG_MT_399,0
SKG_MT_400,0
SKG_MT_401,0
SKG_MT_402,0
SKG_MT_403,0
SKG_MT_404,0
SKG_MT_405,0
SKG_MT_406,0
SKG_MT_407,0
SKG_MT_408,0
SKG_MT_409,0
SKG_MT_410,0
SKG_MT_411,0
SKG_MT_412,0
SKG_MT_413,0
SKG_MT_414,0
SKG_MT_415,0
SKG_MT_416,0
SKG_MT_417,0
SKG_MT_418,0
SKG_MT_419,0
SKG_MT_420,0
SKG_MT_421,0
SKG_MT_422,0
SKG_MT_423,0
SKG_MT_424,0
SKG_MT_425,0
SKG_MT_427,0
SKG_MT_428,0
SKG_MT_429,0
SKG_MT_430,0
SKG_MT_431,0
SKG_MT_432,0
SKG_MT_433,0
SKG_MT_434,0
SKG_MT_435,0
SKG_MT_436,0
SKG_MT_437,0
SKG_MT_438,0
SKG_MT_439,0
SKG_MT_440,0
SKG_MT_441,0
SKG_MT_442,0
SKG_MT_443,0
SKG_MT_444,0
SKG_MT_445,0
SKG_MT_447,0
SKG_MT_448,0
SKG_MT_449,0
SKG_MT_450,0
SKG_MT_451,0
SKG_MT_452,0
SKG_MT_453,0
SKG_MT_454,0
SKG_MT_455,0
SKG_MT_456,0
SKG_MT_457,0
SKG_MT_458,0
SKG_MT_459,0
SKG_MT_460,0
SKG_MT_461,0
SKG_MT_462,0
SKG_MT_463,0
SKG_MT_464,0
SKG_MT_465,0
SKG_MT_466,0
SKG_MT_467,0
SKG_MT_469,0
SKG_MT_470,0
SKG_MT_471,0
SKG_MT_472,0
SKG_MT_473,0
SKG_MT_475,0
SKG_MT_476,0
SKG_MT_477,0
SKG_MT_478,0
SKG_MT_479,0
SKG_MT_480,0
SKG_MT_481,0
SKG_MT_482,0
SKG_MT_483,0
SKG_MT_484,0
SKG_MT_485,0
SKG_MT_486,0
SKG_MT_487,0
SKG_MT_488,0
SKG_MT_489,0
