node_id,node_type,title,year,domain,split,openalex_id
SKG_DIA_31,Paper,Evaluating Persuasion Strategies and Deep Reinforcement Learning methods for Negotiation Dialogue agents,2017.0,DIA,SKG,https://openalex.org/W2607380417
SKG_DIA_32,Paper,Using Paraphrasing and Memory-Augmented Models to Combat Data Sparsity in Question Interpretation with a Virtual Patient Dialogue System,2018.0,DIA,SKG,https://openalex.org/W2807186566
SKG_DIA_34,Paper,Global-Locally Self-Attentive Encoder for Dialogue State Tracking,2018.0,DIA,SKG,https://openalex.org/W2798367796
SKG_DIA_35,Paper,Dialogue Generation on Infrequent Sentence Functions via Structured Meta-Learning,2020.0,DIA,SKG,https://openalex.org/W3098314733
SKG_DIA_36,Paper,DyKgChat Benchmarking Dialogue Generation Grounding on Dynamic Knowledge Graphs,2019.0,DIA,SKG,https://openalex.org/W2971236040
SKG_DIA_39,Paper,Data Manipulation Towards Effective Instance Learning for Neural Dialogue Generation via Learning to Augment and Reweight,2020.0,DIA,SKG,https://openalex.org/W3035282664
SKG_DIA_40,Paper,Wikification of Concept Mentions within Spoken Dialogues Using Domain Constraints from Wikipedia,2015.0,DIA,SKG,https://openalex.org/W2252199413
SKG_DIA_41,Paper,The World is Not Binary Learning to Rank with Grayscale Data for Dialogue Response Selection,2020.0,DIA,SKG,https://openalex.org/W3098379431
SKG_DIA_42,Paper,Designing Precise and Robust Dialogue Response Evaluators,2020.0,DIA,SKG,https://openalex.org/W3034950505
SKG_DIA_44,Paper,Dialogue-Act Prediction of Future Responses Based on Conversation History,2019.0,DIA,SKG,https://openalex.org/W2952100657
SKG_DIA_45,Paper,A Contextual Hierarchical Attention Network with Adaptive Objective for Dialogue State Tracking,2020.0,DIA,SKG,https://openalex.org/W3035633461
SKG_DIA_46,Paper,Spectral Analysis of Information Density in Dialogue Predicts Collaborative Task Performance,2017.0,DIA,SKG,https://openalex.org/W2740135329
SKG_DIA_47,Paper,Understanding Linguistic Accommodation in Code-Switched Human-Machine Dialogues,2020.0,DIA,SKG,https://openalex.org/W3100584004
SKG_DIA_49,Paper,Learning an Unreferenced Metric for Online Dialogue Evaluation,2020.0,DIA,SKG,https://openalex.org/W3022592851
SKG_DIA_50,Paper,What do Entity-Centric Models Learn Insights from Entity Linking in Multi-Party Dialogue,2019.0,DIA,SKG,https://openalex.org/W2945614092
SKG_DIA_51,Paper,Modeling Multi-Action Policy for Task-Oriented Dialogues,2019.0,DIA,SKG,https://openalex.org/W2970866659
SKG_DIA_53,Paper,MedDialog Large-scale Medical Dialogue Datasets,2020.0,DIA,SKG,https://openalex.org/W3101223450
SKG_DIA_54,Paper,How Time Matters Learning Time-Decay Attention for Contextual Spoken Language Understanding in Dialogues,2018.0,DIA,SKG,https://openalex.org/W2804780446
SKG_DIA_55,Paper,A Visually-grounded First-person Dialogue Dataset with Verbal and Non-verbal Responses,2020.0,DIA,SKG,https://openalex.org/W3102260352
SKG_DIA_57,Paper,On-line Dialogue Policy Learning with Companion Teaching,2017.0,DIA,SKG,https://openalex.org/W2740191615
SKG_DIA_58,Paper,Dialogue Learning with Human Teaching and Feedback in End-to-End Trainable Task-Oriented Dialogue Systems,2018.0,DIA,SKG,https://openalex.org/W2963567240
SKG_DIA_60,Paper,Guided Dialogue Policy Learning without Adversarial Learning in the Loop,2020.0,DIA,SKG,https://openalex.org/W3105184920
SKG_DIA_61,Paper,Meta-Reinforced Multi-Domain State Generator for Dialogue Systems,2020.0,DIA,SKG,https://openalex.org/W3034956542
SKG_DIA_62,Paper,Observing Dialogue in Therapy Categorizing and Forecasting Behavioral Codes,2019.0,DIA,SKG,https://openalex.org/W2964331476
SKG_DIA_64,Paper,“I Object!” Modeling Latent Pragmatic Effects in Courtroom Dialogues,2014.0,DIA,SKG,https://openalex.org/W2250353434
SKG_DIA_65,Paper,Pretrained Language Models for Dialogue Generation with Multiple Input Sources,2020.0,DIA,SKG,https://openalex.org/W3101068439
SKG_DIA_66,Paper,ReCoSa Detecting the Relevant Contexts with Self-Attention for Multi-turn Dialogue Generation,2019.0,DIA,SKG,https://openalex.org/W2962896208
SKG_DIA_68,Paper,Modeling Dialogue Acts with Content Word Filtering and Speaker Preferences,2017.0,DIA,SKG,https://openalex.org/W2756640946
SKG_DIA_69,Paper,Modeling Long Context for Task-Oriented Dialogue State Generation,2020.0,DIA,SKG,https://openalex.org/W3035194816
SKG_DIA_70,Paper,Dialogue Coherence Assessment Without Explicit Dialogue Act Labels,2020.0,DIA,SKG,https://openalex.org/W3033475175
SKG_DIA_72,Paper,GRADE Automatic Graph-Enhanced Coherence Metric for Evaluating Open-Domain Dialogue Systems,2020.0,DIA,SKG,https://openalex.org/W3105218667
SKG_DIA_73,Paper,PLATO Pre-trained Dialogue Generation Model with Discrete Latent Variable,2020.0,DIA,SKG,https://openalex.org/W3035451444
SKG_DIA_75,Paper,AttnIO Knowledge Graph Exploration with In-and-Out Attention Flow for Knowledge-Grounded Dialogue,2020.0,DIA,SKG,https://openalex.org/W3105732730
SKG_DIA_76,Paper,Improving Open-Domain Dialogue Systems via Multi-Turn Incomplete Utterance Restoration,2019.0,DIA,SKG,https://openalex.org/W2970960706
SKG_DIA_77,Paper,Discriminative Deep Dyna-Q Robust Planning for Dialogue Policy Learning,2018.0,DIA,SKG,https://openalex.org/W2889186204
SKG_DIA_78,Paper,Joint Modeling of Content and Discourse Relations in Dialogues,2017.0,DIA,SKG,https://openalex.org/W2963983466
SKG_DIA_84,Paper,"Hello, It’s GPT-2 - How Can I Help You Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems",2019.0,DIA,SKG,https://openalex.org/W2956901422
SKG_DIA_86,Paper,Hidden Softmax Sequence Model for Dialogue Structure Analysis,2016.0,DIA,SKG,https://openalex.org/W2508101854
SKG_DIA_87,Paper,Natural Language Generation for Spoken Dialogue System using RNN Encoder-Decoder Networks,2017.0,DIA,SKG,https://openalex.org/W2620635248
SKG_DIA_88,Paper,"ConvLab-2 An Open-Source Toolkit for Building, Evaluating, and Diagnosing Dialogue Systems",2020.0,DIA,SKG,https://openalex.org/W3037879762
SKG_DIA_89,Paper,Dual Latent Variable Model for Low-Resource Natural Language Generation in Dialogue Systems,2018.0,DIA,SKG,https://openalex.org/W2898790713
SKG_DIA_90,Paper,Constrained Decoding for Neural NLG from Compositional Representations in Task-Oriented Dialogue,2019.0,DIA,SKG,https://openalex.org/W2949413855
SKG_DIA_96,Paper,A Practical Dialogue-Act-Driven Conversation Model for Multi-Turn Response Selection,2019.0,DIA,SKG,https://openalex.org/W2970688662
SKG_DIA_97,Paper,Semantic Role Labeling Guided Multi-turn Dialogue ReWriter,2020.0,DIA,SKG,https://openalex.org/W3098694757
SKG_DIA_98,Paper,GraphDialog Integrating Graph Knowledge into End-to-End Task-Oriented Dialogue Systems,2020.0,DIA,SKG,https://openalex.org/W3102521862
SKG_DIA_99,Paper,Parallel Interactive Networks for Multi-Domain Dialogue State Generation,2020.0,DIA,SKG,https://openalex.org/W3099088459
SKG_DIA_101,Paper,Template Guided Text Generation for Task-Oriented Dialogue,2020.0,DIA,SKG,https://openalex.org/W3100995786
SKG_DIA_102,Paper,TOD-BERT Pre-trained Natural Language Understanding for Task-Oriented Dialogue,2020.0,DIA,SKG,https://openalex.org/W3100110884
SKG_DIA_103,Paper,Diverse and Informative Dialogue Generation with Context-Specific Commonsense Knowledge Awareness,2020.0,DIA,SKG,https://openalex.org/W3035356453
SKG_DIA_104,Paper,Importance-Driven Turn-Bidding for Spoken Dialogue Systems,2010.0,DIA,SKG,https://openalex.org/W2104300420
SKG_DIA_105,Paper,GCDST A Graph-based and Copy-augmented Multi-domain Dialogue State Tracking,2020.0,DIA,SKG,https://openalex.org/W3101131512
SKG_DIA_106,Paper,Representing Movie Characters in Dialogues,2019.0,DIA,SKG,https://openalex.org/W2984342455
SKG_DIA_107,Paper,Probing Task-Oriented Dialogue Representation from Language Models,2020.0,DIA,SKG,https://openalex.org/W3100532709
SKG_DIA_108,Paper,Composite Task-Completion Dialogue Policy Learning via Hierarchical Deep Reinforcement Learning,2017.0,DIA,SKG,https://openalex.org/W3104546989
SKG_DIA_109,Paper,Sequence-to-Sequence Generation for Spoken Dialogue via Deep Syntax Trees and Strings,2016.0,DIA,SKG,https://openalex.org/W2429300145
SKG_DIA_111,Paper,Implicit Discourse Relation Identification for Open-domain Dialogues,2019.0,DIA,SKG,https://openalex.org/W2964226791
SKG_DIA_112,Paper,Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network,2020.0,DIA,SKG,https://openalex.org/W3099605929
SKG_DIA_113,Paper,DialogueGCN A Graph Convolutional Neural Network for Emotion Recognition in Conversation,2019.0,DIA,SKG,https://openalex.org/W2971222961
SKG_DIA_115,Paper,Group-wise Contrastive Learning for Neural Dialogue Generation,2020.0,DIA,SKG,https://openalex.org/W3100955355
SKG_DIA_116,Paper,Multi-turn Response Selection using Dialogue Dependency Relations,2020.0,DIA,SKG,https://openalex.org/W3101471490
SKG_DIA_119,Paper,Actor-Double-Critic Incorporating Model-Based Critic for Task-Oriented Dialogue Systems,2020.0,DIA,SKG,https://openalex.org/W3103837004
SKG_DIA_120,Paper,Knowledge Diffusion for Neural Dialogue Generation,2018.0,DIA,SKG,https://openalex.org/W2799176105
SKG_DIA_123,Paper,Goal-Embedded Dual Hierarchical Model for Task-Oriented Dialogue Generation,2019.0,DIA,SKG,https://openalex.org/W4288104350
SKG_DIA_124,Paper,UniConv A Unified Conversational Neural Architecture for Multi-domain Task-oriented Dialogues,2020.0,DIA,SKG,https://openalex.org/W3101469874
SKG_DIA_126,Paper,KdConv A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation,2020.0,DIA,SKG,https://openalex.org/W3035148359
SKG_DIA_127,Paper,Improving Response Selection in Multi-Turn Dialogue Systems by Incorporating Domain Knowledge,2018.0,DIA,SKG,https://openalex.org/W2899035231
SKG_DIA_128,Paper,"Personalizing Dialogue Agents I have a dog, do you have pets too",2018.0,DIA,SKG,https://openalex.org/W2963825865
SKG_DIA_129,Paper,Dirichlet Latent Variable Hierarchical Recurrent Encoder-Decoder in Dialogue Generation,2019.0,DIA,SKG,https://openalex.org/W2970603474
SKG_DIA_137,Paper,Decoupling Strategy and Generation in Negotiation Dialogues,2018.0,DIA,SKG,https://openalex.org/W2963170138
SKG_DIA_139,Paper,Personalizing Dialogue Agents via Meta-Learning,2019.0,DIA,SKG,https://openalex.org/W2945978556
SKG_DIA_141,Paper,An Auto-Encoder Matching Model for Learning Utterance-Level Semantic Dependency in Dialogue Generation,2018.0,DIA,SKG,https://openalex.org/W2888093771
SKG_DIA_143,Paper,Queens are Powerful too Mitigating Gender Bias in Dialogue Generation,2020.0,DIA,SKG,https://openalex.org/W2983931018
SKG_DIA_144,Paper,Neural Dialogue State Tracking with Temporally Expressive Networks,2020.0,DIA,SKG,https://openalex.org/W3099289136
SKG_DIA_145,Paper,Knowledge-Grounded Dialogue Generation with Pre-trained Language Models,2020.0,DIA,SKG,https://openalex.org/W3104777900
SKG_DIA_146,Paper,Affordable On-line Dialogue Policy Learning,2017.0,DIA,SKG,https://openalex.org/W2759567155
SKG_DIA_147,Paper,A Semi-Supervised Stable Variational Network for Promoting Replier-Consistency in Dialogue Generation,2019.0,DIA,SKG,https://openalex.org/W2970182362
SKG_DIA_149,Paper,Learning a Matching Model with Co-teaching for Multi-turn Response Selection in Retrieval-based Dialogue Systems,2019.0,DIA,SKG,https://openalex.org/W2951287343
SKG_DIA_150,Paper,Skeleton-to-Response Dialogue Generation Guided by Retrieval Memory,2019.0,DIA,SKG,https://openalex.org/W2963521540
SKG_DIA_151,Paper,Towards Low-Resource Semi-Supervised Dialogue Generation with Meta-Learning,2020.0,DIA,SKG,https://openalex.org/W3100938283
SKG_DIA_153,Paper,Conditional Generation and Snapshot Learning in Neural Dialogue Systems,2016.0,DIA,SKG,https://openalex.org/W2963412005
SKG_DIA_154,Paper,Multi-Domain Dialogue Acts and Response Co-Generation,2020.0,DIA,SKG,https://openalex.org/W3035337525
SKG_DIA_155,Paper,Toward Stance-based Personas for Opinionated Dialogues,2020.0,DIA,SKG,https://openalex.org/W3092134391
SKG_DIA_156,Paper,Task-oriented Dialogue System for Automatic Diagnosis,2018.0,DIA,SKG,https://openalex.org/W2886305736
SKG_DIA_158,Paper,Harnessing Sequence Labeling for Sarcasm Detection in Dialogue from TV Series ‘Friends’,2016.0,DIA,SKG,https://openalex.org/W2510141903
SKG_DIA_159,Paper,Structured Attention for Unsupervised Dialogue Structure Induction,2020.0,DIA,SKG,https://openalex.org/W3087176213
SKG_DIA_160,Paper,Game-Based Video-Context Dialogue,2018.0,DIA,SKG,https://openalex.org/W2889844776
SKG_DIA_162,Paper,Deal or No Deal End-to-End Learning of Negotiation Dialogues,2017.0,DIA,SKG,https://openalex.org/W2625113742
SKG_DIA_164,Paper,Retrieval-guided Dialogue Response Generation via a Matching-to-Generation Framework,2019.0,DIA,SKG,https://openalex.org/W2970579055
SKG_DIA_165,Paper,Mitigating Gender Bias for Neural Dialogue Generation with Adversarial Learning,2020.0,DIA,SKG,https://openalex.org/W3100355408
SKG_DIA_166,Paper,Sequicity Simplifying Task-oriented Dialogue Systems with Single Sequence-to-Sequence Architectures,2018.0,DIA,SKG,https://openalex.org/W2798914047
SKG_DIA_167,Paper,Preserving Distributional Information in Dialogue Act Classification,2017.0,DIA,SKG,https://openalex.org/W2760623195
SKG_DIA_168,Paper,Ordinal and Attribute Aware Response Generation in a Multimodal Dialogue System,2019.0,DIA,SKG,https://openalex.org/W2951450739
SKG_DIA_169,Paper,MuTual A Dataset for Multi-Turn Dialogue Reasoning,2020.0,DIA,SKG,https://openalex.org/W3034446185
SKG_DIA_173,Paper,Feudal Reinforcement Learning for Dialogue Management in Large Domains,2018.0,DIA,SKG,https://openalex.org/W2789327587
SKG_DIA_177,Paper,BiST Bi-directional Spatio-Temporal Reasoning for Video-Grounded Dialogues,2020.0,DIA,SKG,https://openalex.org/W3102037269
SKG_DIA_178,Paper,Using Customer Service Dialogues for Satisfaction Analysis with Context-Assisted Multiple Instance Learning,2019.0,DIA,SKG,https://openalex.org/W2970168865
SKG_DIA_179,Paper,Subgoal Discovery for Hierarchical Dialogue Policy Learning,2018.0,DIA,SKG,https://openalex.org/W2963140401
SKG_DIA_180,Paper,Approximation of Response Knowledge Retrieval in Knowledge-grounded Dialogue Generation,2020.0,DIA,SKG,https://openalex.org/W3105049371
SKG_DIA_182,Paper,Optimising Incremental Dialogue Decisions Using Information Density for Interactive Systems,2012.0,DIA,SKG,https://openalex.org/W2110633879
SKG_DIA_185,Paper,Slot Attention with Value Normalization for Multi-Domain Dialogue State Tracking,2020.0,DIA,SKG,https://openalex.org/W3099140977
SKG_DIA_186,Paper,Efficient Dialogue State Tracking by Selectively Overwriting Memory,2020.0,DIA,SKG,https://openalex.org/W3034573951
SKG_DIA_187,Paper,Amalgamating Knowledge from Two Teachers for Task-oriented Dialogue System with Adversarial Training,2020.0,DIA,SKG,https://openalex.org/W3102445752
SKG_DIA_188,Paper,Automatically Learning Data Augmentation Policies for Dialogue Tasks,2019.0,DIA,SKG,https://openalex.org/W2970418174
SKG_DIA_191,Paper,SAS Dialogue State Tracking via Slot Attention and Slot Information Sharing,2020.0,DIA,SKG,https://openalex.org/W3035470414
