topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
NLI,W4224300633,62,auto,The,ultimately,selected studies are,The ultimately selected studies are,,2022
NLI,W4224300633,63,auto,•,Papers,indexed in neither,• Papers indexed in neither,,2022
NLI,W4224300633,64,auto,•,Papers,written in a,• Papers written in a,,2022
NLI,W4224300633,65,auto,•,Papers,not subject to,• Papers not subject to,,2022
NLI,W4224300633,66,auto,Methods,of,PSO,Methods of PSO,,2022
NLI,W4224300633,67,auto,In,fact,", the literature","In fact , the literature",,2022
NLI,W4224300633,68,auto,To,organize,"them , a","To organize them , a",,2022
NLI,W4224300633,69,auto,4,Hybridization,Hybridization is a,4 Hybridization Hybridization is a,,2022
NLI,W4224300633,70,auto,The,combination,of techniques does,The combination of techniques does,,2022
NLI,W4224300633,71,auto,The,exploitation,and exploration of,The exploitation and exploration of,,2022
NLI,W4224300633,72,auto,Many,nature,- inspired hybrid,Many nature - inspired hybrid,,2022
NLI,W4224300633,73,auto,To,optimally,design a Labyrinth,To optimally design a Labyrinth,,2022
NLI,W4224300633,74,auto,In,another,"work , Melton","In another work , Melton",,2022
NLI,W4224300633,75,auto,In,[,12 ],In [ 12 ],,2022
NLI,W4224300633,76,auto,Typically,",",a strong classifier,"Typically , a strong classifier",,2022
NLI,W4224300633,77,auto,In,[,6 ] In,In [ 6 ] In,,2022
NLI,W4224300633,78,auto,However,",",the performance of,"However , the performance of",,2022
NLI,W4224300633,79,auto,For,the,betterment of the,For the betterment of the,,2022
NLI,W4224300633,80,auto,Also,",",it is ineffective,"Also , it is ineffective",,2022
NLI,W4224300633,81,auto,To,overcome,"these shortcomings ,","To overcome these shortcomings ,",,2022
NLI,W4224300633,82,auto,The,SCA,is mainly stigmatized,The SCA is mainly stigmatized,,2022
NLI,W4224300633,83,auto,However,",",the SCA is,"However , the SCA is",,2022
NLI,W4224300633,84,auto,Taking,advantage,of the PSO,Taking advantage of the PSO,,2022
NLI,W4224300633,85,auto,In,another,"research , Sanchez","In another research , Sanchez",,2022
NLI,W4224300633,86,auto,In,[,68 ] Ibrahim,In [ 68 ] Ibrahim,,2022
NLI,W4224300633,87,auto,A,new,form of multi,A new form of multi,,2022
NLI,W4224300633,88,auto,In,most,of the above,In most of the above,,2022
NLI,W4224300633,89,auto,For,instance,", a good","For instance , a good",,2022
NLI,W4224300633,90,auto,In,some,"cases , an","In some cases , an",,2022
NLI,W4224300633,91,auto,Furthermore,",","the PSO ,","Furthermore , the PSO ,",,2022
NLI,W4224300633,92,auto,Additionally,",",the search speed,"Additionally , the search speed",,2022
NLI,W4224300633,93,auto,Artificial,Neural,Networks ( ANNs,Artificial Neural Networks ( ANNs,,2022
NLI,W4224300633,94,auto,In,this,"regard , Moayedi","In this regard , Moayedi",,2022
NLI,W4224300633,95,auto,In,another,"work , Junior","In another work , Junior",,2022
NLI,W4224300633,96,auto,In,this,"framework , Hoang","In this framework , Hoang",,2022
NLI,W4224300633,97,auto,In,another,"work , Tharwat","In another work , Tharwat",,2022
NLI,W4224300633,98,auto,In,another,"work , Bhattacharya","In another work , Bhattacharya",,2022
NLI,W4224300633,100,auto,This,section,is competent of,This section is competent of,,2022
NLI,W4224300633,102,auto,In,reality,", increasing complexity","In reality , increasing complexity",,2022
NLI,W4224300633,103,auto,It,has,been proved that,It has been proved that,,2022
NLI,W4224300633,104,auto,However,",",for the base,"However , for the base",,2022
NLI,W4224300633,105,auto,The,mechanism,of learning in,The mechanism of learning in,,2022
NLI,W4224300633,106,auto,Therefore,",",PSO researchers have,"Therefore , PSO researchers have",,2022
NLI,W4224300633,107,auto,Xu,et,al . [,Xu et al . [,,2022
NLI,W4224300633,108,auto,So,far,", the PSO","So far , the PSO",,2022
NLI,W4224300633,109,auto,at,calculating,distinct settings for,at calculating distinct settings for,,2022
NLI,W4224300633,110,auto,Nobile,et,al . [,Nobile et al . [,,2022
NLI,W4224300633,111,auto,A,modified,"variant , namely","A modified variant , namely",,2022
NLI,W4224300633,112,auto,A,global,search is done,A global search is done,,2022
NLI,W4224300633,113,auto,A,better,trade - off,A better trade - off,,2022
NLI,W4224300633,114,auto,The,internal,structure of tasks,The internal structure of tasks,,2022
NLI,W4224300633,115,auto,In,another,"work , Tang","In another work , Tang",,2022
NLI,W4224300633,116,auto,In,[,86 ] In,In [ 86 ] In,,2022
NLI,W4224300633,117,auto,The,methodology,of this type,The methodology of this type,,2022
NLI,W4224300633,118,auto,Related,to,"this , Yu","Related to this , Yu",,2022
NLI,W4224300633,119,auto,Binary,Continuous,meta - heuristics,Binary Continuous meta - heuristics,,2022
NLI,W4224300633,120,auto,Therefore,",",combinatorial optimization has,"Therefore , combinatorial optimization has",,2022
NLI,W4224300633,121,auto,The,{,"0 , 1","The { 0 , 1",,2022
NLI,W4224300633,122,auto,Thus,",",the binary optimization,"Thus , the binary optimization",,2022
NLI,W4224300633,123,auto,In,other,"words , the","In other words , the",,2022
NLI,W4224300633,124,auto,Sameer,et,al . [,Sameer et al . [,,2022
NLI,W4224300633,125,auto,In,[,89 ] Chaotic,In [ 89 ] Chaotic,,2022
NLI,W4224300633,126,auto,In,chaotic,"systems , a","In chaotic systems , a",,2022
NLI,W4224300633,127,auto,Chaos,has,distinctive properties of,Chaos has distinctive properties of,,2022
NLI,W4224300633,128,auto,So,",",it has the,"So , it has the",,2022
NLI,W4224300633,129,auto,In,[,200 ],In [ 200 ],,2022
NLI,W4224300633,130,auto,In,another,"work , Wang","In another work , Wang",,2022
NLI,W4224300633,131,auto,In,accordance,with the SR,In accordance with the SR,,2022
NLI,W4224300633,133,auto,The,upcoming,subsections present diverse,The upcoming subsections present diverse,,2022
NLI,W4224300633,134,auto,In,addition,", various researches","In addition , various researches",,2022
NLI,W4224300633,135,auto,es,",",such as key,"es , such as key",,2022
NLI,W4224300633,136,auto,Health,-,Care Applications Table,Health - Care Applications Table,,2022
NLI,W4224300633,137,auto,Although,there,is no evidence,Although there is no evidence,,2022
NLI,W4224300633,138,auto,Table,9,8 • AQ2,Table 9 8 • AQ2,,2022
NLI,W4224300633,139,auto,Within,the,framework of this,Within the framework of this,,2022
NLI,W4224300633,140,auto,According,to,Fig. 10 Challenges,According to Fig. 10 Challenges,,2022
NLI,W4224300633,141,auto,While,PSO,has been effectively,While PSO has been effectively,,2022
NLI,W4224300633,142,auto,In,the,past few years,In the past few years,,2022
NLI,W4224300633,143,auto,However,",",critical problems and,"However , critical problems and",,2022
NLI,W4224300633,144,auto,Thus,",",more research efforts,"Thus , more research efforts",,2022
NLI,W4224300633,145,auto,Moreover,",",further inspirations and,"Moreover , further inspirations and",,2022
NLI,W4224300633,146,auto,For,example,", the research","For example , the research",,2022
NLI,W4224300633,147,auto,Based,on,the literature review,Based on the literature review,,2022
NLI,W4224300633,148,auto,I,should,point out that,I should point out that,,2022
NLI,W4224300633,149,auto,When,applying,the traditional PSO,When applying the traditional PSO,,2022
NLI,W4224300633,150,auto,Thus,",",it is not,"Thus , it is not",,2022
NLI,W4224300633,151,auto,As,a,"result , the","As a result , the",,2022
NLI,W4224300633,152,auto,Over,the,past few years,Over the past few years,,2022
NLI,W4224300633,153,auto,Convergence,speed,controller Despite the,Convergence speed controller Despite the,,2022
NLI,W4224300633,154,auto,Therefore,",",a convergence speed,"Therefore , a convergence speed",,2022
NLI,W4224300633,156,auto,Two,adaptive,approaches were proposed,Two adaptive approaches were proposed,,2022
NLI,W4224300633,157,auto,First,",",when the particle,"First , when the particle",,2022
NLI,W4224300633,158,auto,Second,",",when the particle,"Second , when the particle",,2022
NLI,W4224300633,159,auto,Thus,",",a key residual,"Thus , a key residual",,2022
NLI,W4224300633,160,auto,Memory,requirement,All living systems,Memory requirement All living systems,,2022
NLI,W4224300633,161,auto,According,to,the evolutionism perspective,According to the evolutionism perspective,,2022
NLI,W4224300633,162,auto,That,is,mainly because the,That is mainly because the,,2022
NLI,W4224300633,163,auto,Parameter,&,topology selection,Parameter & topology selection,,2022
NLI,W4224300633,164,auto,In,PSO,- based algorithms,In PSO - based algorithms,,2022
NLI,W4224300633,165,auto,However,",",choosing these parameters,"However , choosing these parameters",,2022
NLI,W4224300633,166,auto,To,address,the job of,To address the job of,,2022
NLI,W4224300633,167,auto,Future,Perspectives,PSO was practically,Future Perspectives PSO was practically,,2022
NLI,W4224300633,168,auto,In,NFN,", gradient -","In NFN , gradient -",,2022
NLI,W4224300633,169,auto,However,",",these algorithms have,"However , these algorithms have",,2022
NLI,W4224300633,170,auto,Accordingly,",",Karakuzu et al,"Accordingly , Karakuzu et al",,2022
NLI,W4224300633,171,auto,Color,image,processing In this,Color image processing In this,,2022
NLI,W4224300633,172,auto,Image,registration,Image registration is,Image registration Image registration is,,2022
NLI,W4224300633,173,auto,Recently,",",a hybrid approach,"Recently , a hybrid approach",,2022
NLI,W4224300633,174,auto,Computational,biology,A long DNA,Computational biology A long DNA,,2022
NLI,W4224300633,175,auto,Therefore,",",combinatorial optimization researchers,"Therefore , combinatorial optimization researchers",,2022
NLI,W4224300633,176,auto,The,DFA,problem is solved,The DFA problem is solved,,2022
NLI,W4224300633,177,auto,Recommender,systems,PSO was utilized,Recommender systems PSO was utilized,,2022
NLI,W4224300633,178,auto,Explicit,feedback,data ( i.e.,Explicit feedback data ( i.e.,,2022
NLI,W4224300633,179,auto,to,build,most of the,to build most of the,,2022
NLI,W4224300633,180,auto,However,",",real - life,"However , real - life",,2022
NLI,W4224300633,181,auto,For,example,", a hybrid","For example , a hybrid",,2022
NLI,W4224300633,182,auto,Conclusions,and,Recommendations,Conclusions and Recommendations,,2022
NLI,W4224300633,183,auto,In,this,"literature , the","In this literature , the",,2022
NLI,W4224300633,184,auto,"2,140",papers,related to PSO,"2,140 papers related to PSO",,2022
NLI,W4224300633,185,auto,Amongst,them,", I briefly","Amongst them , I briefly",,2022
NLI,W4224300633,186,auto,According,to,"AQ1 , on","According to AQ1 , on",,2022
NLI,W4224300633,187,auto,Of,course,", hybridization techniques","Of course , hybridization techniques",,2022
NLI,W4224300633,188,auto,On,the,"other hand ,","On the other hand ,",,2022
NLI,W4224300633,189,auto,Also,",","industrial applications ,","Also , industrial applications ,",,2022
NLI,W4224300633,190,auto,It,has,also been observed,It has also been observed,,2022
NLI,W4224300633,191,auto,According,to,"AQ3 , 47","According to AQ3 , 47",,2022
NLI,W4224300633,192,auto,According,to,the adopted SR,According to the adopted SR,,2022
NLI,W4224300633,193,auto,In,this,"study , the","In this study , the",,2022
NLI,W4224300633,194,auto,However,",",as the research,"However , as the research",,2022
NLI,W4224300633,195,auto,Finally,",",the SR method,"Finally , the SR method",,2022
NLI,W4224300633,196,auto,Through,this,"study , the","Through this study , the",,2022
NLI,W4224300633,197,auto,In,addition,", open issues","In addition , open issues",,2022
NLI,W4224300633,198,auto,However,",",the PSO algorithm,"However , the PSO algorithm",,2022
NLI,W4224300633,199,auto,•,Hybridizing,PSO with novel,• Hybridizing PSO with novel,,2022
NLI,W4224300633,200,auto,he,literature,Table 1 1,he literature Table 1 1,,2022
NLI,W4224300633,201,auto,Table,2,SI basic principles,Table 2 SI basic principles,,2022
NLI,W4224300633,202,auto,•,AQ2,: Which main,• AQ2 : Which main,,2022
NLI,W4224300633,203,auto,•,AQ3,: What assessment,• AQ3 : What assessment,,2022
NLI,W4224300633,204,auto,•,AQ4,: What are,• AQ4 : What are,,2022
NLI,W4224300633,205,auto,After,outlining,"the AQs ,","After outlining the AQs ,",,2022
NLI,W4224300633,206,auto,With,respect,to the number,With respect to the number,,2022
NLI,W4224300633,207,auto,Finally,",","I selected 2,140","Finally , I selected 2,140",,2022
NLI,W4224300633,208,auto,According,to,the taxonomy exhibited,According to the taxonomy exhibited,,2022
NLI,W4224300633,209,auto,I,considered,three PSO methods,I considered three PSO methods,,2022
NLI,W4224300633,210,auto,As,shown,"in Fig.7 ,","As shown in Fig.7 ,",,2022
NLI,W4224300633,211,auto,Of,course,", hybridization techniques","Of course , hybridization techniques",,2022
NLI,W4224300633,212,auto,Research,Main,subject Strengths Shortcomings,Research Main subject Strengths Shortcomings,,2022
NLI,W4224300633,213,auto,Food,grain,transportation • Reducing,Food grain transportation • Reducing,,2022
NLI,W4224300633,214,auto,Prediction,of,energetic • High,Prediction of energetic • High,,2022
NLI,W4224300633,215,auto,Optimal,design,of a •,Optimal design of a •,,2022
NLI,W4224300633,216,auto,Recognizing,and,diagnos- • Improving,Recognizing and diagnos- • Improving,,2022
NLI,W4224300633,217,auto,tion,accuracy,data method nuclear,tion accuracy data method nuclear,,2022
NLI,W4224300633,218,auto,Multi,-,objective optimi- •,Multi - objective optimi- •,,2022
NLI,W4224300633,219,auto,Optimal,sizing,of an •,Optimal sizing of an •,,2022
NLI,W4224300633,220,auto,Generating,association,• Low time,Generating association • Low time,,2022
NLI,W4224300633,221,auto,Positioning,a,3 D wind,Positioning a 3 D wind,,2022
NLI,W4224300633,222,auto,Predicting,the,unconfined • Low,Predicting the unconfined • Low,,2022
NLI,W4224300633,223,auto,Distribution,of,electrical • Minimizing,Distribution of electrical • Minimizing,,2022
NLI,W4224300633,224,auto,What,are,generally the PSO,What are generally the PSO,,2022
NLI,W4224300633,225,auto,Research,Main,subject Strengths Shortcomings,Research Main subject Strengths Shortcomings,,2022
NLI,W4224300633,226,auto,Optimal,location,for an •,Optimal location for an •,,2022
NLI,W4224300633,227,auto,Forecasting,building,mate - •,Forecasting building mate - •,,2022
NLI,W4224300633,228,auto,Profit,calculation,module • Getting,Profit calculation module • Getting,,2022
NLI,W4224300633,229,auto,Cost,prediction,of trans- •,Cost prediction of trans- •,,2022
NLI,W4224300633,230,auto,Not,evaluating,the overall •,Not evaluating the overall •,,2022
NLI,W4224300633,231,auto,An,efficient,data mining technique,An efficient data mining technique,,2022
NLI,W4224300633,233,auto,Managing,energy,in smart homes,Managing energy in smart homes,,2022
NLI,W4224300633,234,auto,A,new,hybrid firefly algorithm,A new hybrid firefly algorithm,,2022
NLI,W4224300633,235,auto,Forecasting,pan,evaporation with an,Forecasting pan evaporation with an,,2022
NLI,W4224300633,236,auto,Eng,Appl,Comput Fluid Mech,Eng Appl Comput Fluid Mech,,2022
NLI,W4224300633,237,auto,Centroid,particle,swarm optimisation for,Centroid particle swarm optimisation for,,2022
NLI,W4224300633,238,auto,A,hybrid,firefly and particle,A hybrid firefly and particle,,2022
NLI,W4224300633,239,auto,Part,i,: background and,Part i : background and,,2022
NLI,W4224300633,240,auto,A,review,of particle swarm,A review of particle swarm,,2022
NLI,W4224300633,241,auto,Part,ii,": hybridisation ,","Part ii : hybridisation ,",,2022
NLI,W4224300633,242,auto,Color,image,quantization using gaussian,Color image quantization using gaussian,,2022
NLI,W4224300633,243,auto,(,ICICT,) IEEE 2016,( ICICT ) IEEE 2016,,2022
NLI,W4224300633,244,auto,The,concept,of cellular robotic,The concept of cellular robotic,,2022
NLI,W4224300633,245,auto,1988,Stationary,waves in cyclic,1988 Stationary waves in cyclic,,2022
NLI,W4224300633,246,auto,IEEE,the,1992 IEEE international,IEEE the 1992 IEEE international,,2022
NLI,W4224300633,247,auto,IEEE,1992,Swarm intelligence in,IEEE 1992 Swarm intelligence in,,2022
NLI,W4224300633,248,auto,The,computer,as a physical,The computer as a physical,,2022
NLI,W4224300633,249,auto,A,stable,particle filter for,A stable particle filter for,,2022
NLI,W4224300633,250,auto,A,feature,selection technique based,A feature selection technique based,,2022
NLI,W4224300633,251,auto,An,aerial,robot for rice,An aerial robot for rice,,2022
NLI,W4224300633,252,auto,A,novel,crowding genetic algorithm,A novel crowding genetic algorithm,,2022
NLI,W4224300633,253,auto,A,hybrid,particle swarm optimizer,A hybrid particle swarm optimizer,,2022
NLI,W4224300633,254,auto,A,hybrid,pso - svm,A hybrid pso - svm,,2022
NLI,W4224300633,255,auto,hort,-,term atmospheric pollutant,hort - term atmospheric pollutant,,2022
NLI,W4224300633,256,auto,The,particle,swarm - explosion,The particle swarm - explosion,,2022
NLI,W4224300633,257,auto,Distributed,optimization,by ant colonies,Distributed optimization by ant colonies,,2022
NLI,W4224300633,258,auto,Robust,image,registration of printed,Robust image registration of printed,,2022
NLI,W4224300633,259,auto,A,novel,intelligent diagnosis method,A novel intelligent diagnosis method,,2022
NLI,W4224300633,260,auto,Ant,algorithms,and stigmergy M,Ant algorithms and stigmergy M,,2022
NLI,W4224300633,261,auto,A,hybrid,dynamic exploitation barebones,A hybrid dynamic exploitation barebones,,2022
NLI,W4224300633,262,auto,A,new,optimizer using particle,A new optimizer using particle,,2022
NLI,W4224300633,263,auto,In,:,MHS '95 .,In : MHS '95 .,,2022
NLI,W4224300633,264,auto,Proceedings,of,the sixth international,Proceedings of the sixth international,,2022
NLI,W4224300633,265,auto,Review,on,applications of particle,Review on applications of particle,,2022
NLI,W4224300633,266,auto,A,hybrid,particle swarm optimization,A hybrid particle swarm optimization,,2022
NLI,W4224300633,267,auto,A,review,on particle swarm,A review on particle swarm,,2022
NLI,W4224300633,268,auto,Hybrid,bat,& particle swarm,Hybrid bat & particle swarm,,2022
NLI,W4224300633,269,auto,erdowsi,S,Farzin S F,erdowsi S Farzin S F,,2022
NLI,W4224300633,270,auto,High,dimensional,data classification and,High dimensional data classification and,,2022
NLI,W4224300633,271,auto,Optimizing,a,hybrid wind -,Optimizing a hybrid wind -,,2022
NLI,W4224300633,272,auto,Feature,selection,for high -,Feature selection for high -,,2022
NLI,W4224300633,273,auto,Set,-,based particle swarm,Set - based particle swarm,,2022
NLI,W4224300633,274,auto,A,novel,differential particle swarm,A novel differential particle swarm,,2022
NLI,W4224300633,275,auto,Metaheuristics,and,Optimization in E,Metaheuristics and Optimization in E,,2022
NLI,W4224300633,276,auto,A,quantum,particle swarm optimization,A quantum particle swarm optimization,,2022
NLI,W4224300633,277,auto,Particle,swarm,optimization with convergence,Particle swarm optimization with convergence,,2022
NLI,W4224300633,278,auto,A,memetic,particle swarm optimization,A memetic particle swarm optimization,,2022
NLI,W4224300633,279,auto,A,binary,whale optimization algorithm,A binary whale optimization algorithm,,2022
NLI,W4224300633,280,auto,va,M,A Elaziz S,va M A Elaziz S,,2022
NLI,W4224300633,281,auto,An,overview,of particle swarm,An overview of particle swarm,,2022
NLI,W4224300633,282,auto,A,multi,- objective pso,A multi - objective pso,,2022
NLI,W4224300633,283,auto,A,systems,approach to evolutionary,A systems approach to evolutionary,,2022
NLI,W4224300633,284,auto,A,framework,for evolutionary optimization,A framework for evolutionary optimization,,2022
NLI,W4224300633,285,auto,Apply,the,quantum particle swarm,Apply the quantum particle swarm,,2022
NLI,W4224300633,286,auto,34,2,2004,34 2 2004,,2022
NLI,W4224300633,287,auto,Particle,swarm,optimization of deep,Particle swarm optimization of deep,,2022
NLI,W4224300633,288,auto,Opposition,-,based hybrid strategy,Opposition - based hybrid strategy,,2022
NLI,W4224300633,289,auto,An,idea,based on honey,An idea based on honey,,2022
NLI,W4224300633,290,auto,A,binary,particle swarm optimization,A binary particle swarm optimization,,2022
NLI,W4224300633,291,auto,tem,using,context graph and,tem using context graph and,,2022
NLI,W4224300633,292,auto,Morgan,Kaufmann,San Francisco 2001,Morgan Kaufmann San Francisco 2001,,2022
NLI,W4224300633,293,auto,Particle,swarm,optimization J Kennedy,Particle swarm optimization J Kennedy,,2022
NLI,W4224300633,294,auto,A,novel,hybrid model based,A novel hybrid model based,,2022
NLI,W4224300633,295,auto,Hwpso,:a,new hybrid whale,Hwpso :a new hybrid whale,,2022
NLI,W4224300633,296,auto,Estimating,the,heating load of,Estimating the heating load of,,2022
NLI,W4224300633,297,auto,A,novel,unsupervised Lévy flight,A novel unsupervised Lévy flight,,2022
NLI,W4224300633,298,auto,Composite,particle,swarm optimizer with,Composite particle swarm optimizer with,,2022
NLI,W4224300633,299,auto,Day,-,ahead traffic flow,Day - ahead traffic flow,,2022
NLI,W4224300633,300,auto,Improving,particle,swarm optimization based,Improving particle swarm optimization based,,2022
NLI,W4224300633,301,auto,Rule,-,based back propagation,Rule - based back propagation,,2022
NLI,W4224300633,302,auto,A,hybrid,binary particle swarm,A hybrid binary particle swarm,,2022
NLI,W4224300633,303,auto,apsack,problem,G Lin J,apsack problem G Lin J,,2022
NLI,W4224300633,304,auto,An,adaptive,immune - inspired,An adaptive immune - inspired,,2022
NLI,W4224300633,305,auto,An,efficient,job - shop,An efficient job - shop,,2022
NLI,W4224300633,306,auto,Automated,test,data generation based,Automated test data generation based,,2022
NLI,W4224300633,307,auto,A,novel,fuzzy - pso,A novel fuzzy - pso,,2022
NLI,W4224300633,308,auto,Opposition,based,learning : a,Opposition based learning : a,,2022
NLI,W4224300633,309,auto,Environmentally,conscious,logistics planning for,Environmentally conscious logistics planning for,,2022
NLI,W4224300633,310,auto,A,novel,approach on particle,A novel approach on particle,,2022
NLI,W4224300633,311,auto,A,tutorial,F Marini B,A tutorial F Marini B,,2022
NLI,W4224300633,312,auto,A,survey,of swarm intelligence,A survey of swarm intelligence,,2022
NLI,W4224300633,313,auto,Fitness,-,based acceleration coefficients,Fitness - based acceleration coefficients,,2022
NLI,W4224300633,314,auto,hance,the,convergence speed of,hance the convergence speed of,,2022
NLI,W4224300633,315,auto,The,whale,optimization algorithm S,The whale optimization algorithm S,,2022
NLI,W4224300633,316,auto,Modification,of,landslide susceptibility mapping,Modification of landslide susceptibility mapping,,2022
NLI,W4224300633,317,auto,Engineering,with,Computers H Moayedi,Engineering with Computers H Moayedi,,2022
NLI,W4224300633,318,auto,Integrated,and,concurrent detailed design,Integrated and concurrent detailed design,,2022
NLI,W4224300633,319,auto,An,efficient,chaotic based pso,An efficient chaotic based pso,,2022
NLI,W4224300633,320,auto,An,improved,hybrid selfinertia weight,An improved hybrid selfinertia weight,,2022
NLI,W4224300633,321,auto,Automatic,programming,via iterated local,Automatic programming via iterated local,,2022
NLI,W4224300633,322,auto,Fuzzy,self,- tuning pso,Fuzzy self - tuning pso,,2022
NLI,W4224300633,323,auto,An,effective,and distributed particle,An effective and distributed particle,,2022
NLI,W4224300633,324,auto,Gene,selection,using hybrid binary,Gene selection using hybrid binary,,2022
NLI,W4224300633,325,auto,Forecasting,financial,time series volatility,Forecasting financial time series volatility,,2022
NLI,W4224300633,326,auto,ut,58,2017 Neural network,ut 58 2017 Neural network,,2022
NLI,W4224300633,327,auto,Integrated,mutation,strategy with modified,Integrated mutation strategy with modified,,2022
NLI,W4224300633,328,auto,Ecg,signal,analysis using dct,Ecg signal analysis using dct,,2022
NLI,W4224300633,329,auto,Novel,effective,x - path,Novel effective x - path,,2022
NLI,W4224300633,330,auto,On,the,selection of the,On the selection of the,,2022
NLI,W4224300633,331,auto,A,new,algorithm of modified,A new algorithm of modified,,2022
NLI,W4224300633,332,auto,er,selection,in synchronous and,er selection in synchronous and,,2022
NLI,W4224300633,333,auto,Service,allocation,in the cloud,Service allocation in the cloud,,2022
NLI,W4224300633,334,auto,Speckle,noise,removal in sar,Speckle noise removal in sar,,2022
