topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
SA2022_2025,W4213436352,62,auto,In,2018,", screening was","In 2018 , screening was",0.5432771
SA2022_2025,W4213436352,63,auto,The,weighted,response rates were,The weighted response rates were,0.64134413
SA2022_2025,W4213436352,64,auto,In,the,2018 and 2019,In the 2018 and 2019,0.75034237
SA2022_2025,W4213436352,65,auto,NSDUH,also,used DSM -,NSDUH also used DSM -,0.5593554
SA2022_2025,W4213436352,66,auto,The,2018,and 2019 NSDUH,The 2018 and 2019 NSDUH,0.6779462
SA2022_2025,W4213436352,67,auto,In,addition,to asking about,In addition to asking about,0.6360952
SA2022_2025,W4213436352,68,auto,The,NSDUH,interview section on,The NSDUH interview section on,0.6401608
SA2022_2025,W4213436352,69,auto,Specialty,mental,health settings include,Specialty mental health settings include,0.7085229
SA2022_2025,W4213436352,70,auto,Outpatient,services,include 1 ),Outpatient services include 1 ),0.69085073
SA2022_2025,W4213436352,71,auto,Inpatient,or,residential specialty mental,Inpatient or residential specialty mental,0.58981186
SA2022_2025,W4213436352,72,auto,Nonspecialty,mental,health settings for,Nonspecialty mental health settings for,0.73249334
SA2022_2025,W4213436352,73,auto,National,Violent,Death Reporting System,National Violent Death Reporting System,0.67141324
SA2022_2025,W4213436352,74,auto,For,the,purposes of NVDRS,For the purposes of NVDRS,0.6946823
SA2022_2025,W4213436352,75,auto,Violent,deaths,include child maltreatment,Violent deaths include child maltreatment,0.5498557
SA2022_2025,W4213436352,76,auto,Seven,additional,states began data,Seven additional states began data,0.63968104
SA2022_2025,W4213436352,77,auto,Eight,additional,states ( Alabama,Eight additional states ( Alabama,0.58161736
SA2022_2025,W4213436352,78,auto,California,began,collecting data in,California began collecting data in,0.714619
SA2022_2025,W4213436352,79,auto,NVDRS,received,funding in 2018,NVDRS received funding in 2018,0.56771004
SA2022_2025,W4213436352,80,auto,CDC,now,provides NVDRS funding,CDC now provides NVDRS funding,0.6109681
SA2022_2025,W4213436352,81,auto,Individual,-,level data include,Individual - level data include,0.67004573
SA2022_2025,W4213436352,82,auto,Numerous,types,of circumstance data,Numerous types of circumstance data,0.74515706
SA2022_2025,W4213436352,83,auto,Short,narratives,are also written,Short narratives are also written,0.6437977
SA2022_2025,W4213436352,84,auto,Aggregate,counts,", percentages ,","Aggregate counts , percentages ,",0.67909706
SA2022_2025,W4213436352,85,auto,Because,no,sampling is involved,Because no sampling is involved,0.6239235
SA2022_2025,W4213436352,86,auto,Data,for,persons aged 10,Data for persons aged 10,0.5366192
SA2022_2025,W4213436352,87,auto,NVDRS,data,are publicly accessible,NVDRS data are publicly accessible,0.6325321
SA2022_2025,W4213436352,88,auto,The,data,are used to,The data are used to,0.56409186
SA2022_2025,W4213436352,89,auto,The,NVSS,mortality data include,The NVSS mortality data include,0.707961
SA2022_2025,W4213436352,90,auto,Mortality,data,are collected from,Mortality data are collected from,0.6763378
SA2022_2025,W4213436352,91,auto,National,data,for vital statistics,National data for vital statistics,0.5580259
SA2022_2025,W4213436352,92,auto,Information,on,"demographics , geographic","Information on demographics , geographic",0.52609956
SA2022_2025,W4213436352,93,auto,State,-,and county -,State - and county -,0.66090107
SA2022_2025,W4213436352,94,auto,Causes,of,"death , including","Causes of death , including",0.5416533
SA2022_2025,W4213436352,95,auto,Data,are,available in various,Data are available in various,0.6320734
SA2022_2025,W4213436352,96,auto,Data,for,persons aged 10,Data for persons aged 10,0.53661925
SA2022_2025,W4213436352,97,auto,School,-,Associated Violent Death,School - Associated Violent Death,0.56054515
SA2022_2025,W4213436352,98,auto,Data,on,schoolassociated violent deaths,Data on schoolassociated violent deaths,0.5121161
SA2022_2025,W4213436352,99,auto,Incidents,are,identified through a,Incidents are identified through a,0.64580935
SA2022_2025,W4213436352,100,auto,SAVD,-,SS cases include,SAVD - SS cases include,0.6338503
SA2022_2025,W4213436352,101,auto,Identified,incidents,are confirmed with,Identified incidents are confirmed with,0.65470666
SA2022_2025,W4213436352,102,auto,Incident,",","victim , and","Incident , victim , and",0.69494945
SA2022_2025,W4213436352,103,auto,SAVD,-,SS also collects,SAVD - SS also collects,0.64487314
SA2022_2025,W4213436352,104,auto,Because,SAVDs,are relatively rare,Because SAVDs are relatively rare,0.7160318
SA2022_2025,W4213436352,105,auto,Additional,information,about SAVD -,Additional information about SAVD -,0.6857288
SA2022_2025,W4213436352,106,auto,This,report,provides data on,This report provides data on,0.63218707
SA2022_2025,W4213436352,107,auto,Beginning,in,"January 2021 ,","Beginning in January 2021 ,",0.5594717
SA2022_2025,W4213436352,108,auto,National,Youth,Risk Behavior Survey,National Youth Risk Behavior Survey,0.73617333
SA2022_2025,W4213436352,109,auto,The,system,includes a national,The system includes a national,0.74586684
SA2022_2025,W4213436352,110,auto,National,YRBS,data and data,National YRBS data and data,0.644619
SA2022_2025,W4213436352,111,auto,Since,1991,", the national","Since 1991 , the national",0.60898536
SA2022_2025,W4213436352,112,auto,Student,participation,in the YRBS,Student participation in the YRBS,0.6593337
SA2022_2025,W4213436352,113,auto,Survey,participants,complete a self,Survey participants complete a self,0.47590756
SA2022_2025,W4213436352,114,auto,In,2019,", the number","In 2019 , the number",0.53592485
SA2022_2025,W4213436352,115,auto,Indicators,of,mental health included,Indicators of mental health included,0.51518196
SA2022_2025,W4213436352,116,auto,To,assess,persistent feelings of,To assess persistent feelings of,0.6647411
SA2022_2025,W4213436352,117,auto,To,assess,suicidal ideation and,To assess suicidal ideation and,0.635352
SA2022_2025,W4213436352,118,auto,Although,not,included in this,Although not included in this,0.7178051
SA2022_2025,W4213436352,119,auto,These,data,and the prevalence,These data and the prevalence,0.62002647
SA2022_2025,W4213436352,120,auto,Analysis,Similar,indicators from different,Analysis Similar indicators from different,0.6130177
SA2022_2025,W4213436352,121,auto,State,prevalence,estimates and rates,State prevalence estimates and rates,0.72932476
SA2022_2025,W4213436352,122,auto,Overall,prevalence,"estimates , including","Overall prevalence estimates , including",0.65580964
SA2022_2025,W4213436352,123,auto,Similar,to,the estimates of,Similar to the estimates of,0.602168
SA2022_2025,W4213436352,124,auto,Black,children,had the highest,Black children had the highest,0.6357932
SA2022_2025,W4213436352,125,auto,Regarding,socioeconomic,"factors , the","Regarding socioeconomic factors , the",0.6841644
SA2022_2025,W4213436352,126,auto,The,prevalence,of behavior problems,The prevalence of behavior problems,0.6267525
SA2022_2025,W4213436352,127,auto,Depression,Depressive,disorder is characterized,Depression Depressive disorder is characterized,0.6855737
SA2022_2025,W4213436352,128,auto,*,Estimates,exclude other race,* Estimates exclude other race,0.66244406
SA2022_2025,W4213436352,129,auto,†,FPL,is based on,† FPL is based on,0.63679725
SA2022_2025,W4213436352,130,auto,Imputed,income,files were used,Imputed income files were used,0.6053378
SA2022_2025,W4213436352,131,auto,The,highest,level of parent,The highest level of parent,0.71237594
SA2022_2025,W4213436352,132,auto,¶,among,Hispanic and White,¶ among Hispanic and White,0.60046095
SA2022_2025,W4213436352,133,auto,YRBS,data,indicated that among,YRBS data indicated that among,0.5947863
SA2022_2025,W4213436352,134,auto,The,estimated,percentages of AI,The estimated percentages of AI,0.7240588
SA2022_2025,W4213436352,135,auto,An,association,was found between,An association was found between,0.65389824
SA2022_2025,W4213436352,136,auto,However,",",NSDUH estimates of,"However , NSDUH estimates of",0.6017584
SA2022_2025,W4213436352,137,auto,According,to,"NSCH data ,","According to NSCH data ,",0.6546501
SA2022_2025,W4213436352,138,auto,During,the,past 12 months,During the past 12 months,0.573865
SA2022_2025,W4213436352,139,auto,§,For,"YRBS , survey","§ For YRBS , survey",0.60586965
SA2022_2025,W4213436352,141,auto,Estimates,exclude,other race and,Estimates exclude other race and,0.60914654
SA2022_2025,W4213436352,142,auto,**,Estimate,did not meet,** Estimate did not meet,0.6989416
SA2022_2025,W4213436352,143,auto,†,†,"For NSCH ,","† † For NSCH ,",0.76550806
SA2022_2025,W4213436352,144,auto,Imputed,income,files were used,Imputed income files were used,0.6053378
SA2022_2025,W4213436352,145,auto,NHANES,uses,the US Department,NHANES uses the US Department,0.5629803
SA2022_2025,W4213436352,146,auto,NSDUH,only,imputes family size,NSDUH only imputes family size,0.6357632
SA2022_2025,W4213436352,147,auto,§,§,The highest level,§ § The highest level,0.7665492
SA2022_2025,W4213436352,148,auto,For,NHANES,", education of","For NHANES , education of",0.61531335
SA2022_2025,W4213436352,149,auto,Anxiety,Anxiety,disorders are characterized,Anxiety Anxiety disorders are characterized,0.6957285
SA2022_2025,W4213436352,150,auto,The,prevalence,of ever having,The prevalence of ever having,0.5777997
SA2022_2025,W4213436352,151,auto,Estimates,of,anxiety for boys,Estimates of anxiety for boys,0.5597871
SA2022_2025,W4213436352,152,auto,The,highest,prevalence estimates among,The highest prevalence estimates among,0.65011007
SA2022_2025,W4213436352,153,auto,Although,no,differences in the,Although no differences in the,0.6218337
SA2022_2025,W4213436352,154,auto,Prevalence,estimates,were highest for,Prevalence estimates were highest for,0.72131586
SA2022_2025,W4213436352,155,auto,No,differences,were found by,No differences were found by,0.70096123
SA2022_2025,W4213436352,156,auto,Prevalence,estimates,of anxiety among,Prevalence estimates of anxiety among,0.67216057
SA2022_2025,W4213436352,157,auto,*,Estimates,exclude other race,* Estimates exclude other race,0.66244406
SA2022_2025,W4213436352,158,auto,†,FPL,is based on,† FPL is based on,0.63679725
SA2022_2025,W4213436352,159,auto,Imputed,income,files were used,Imputed income files were used,0.6053378
SA2022_2025,W4213436352,160,auto,The,highest,level of parent,The highest level of parent,0.71237594
SA2022_2025,W4213436352,161,auto,¶,and,adolescents aged 3,¶ and adolescents aged 3,0.6188715
SA2022_2025,W4213436352,162,auto,Autism,Spectrum,Disorder ASD is,Autism Spectrum Disorder ASD is,0.71580815
SA2022_2025,W4213436352,163,auto,Symptoms,include,difficulties with communication,Symptoms include difficulties with communication,0.49586833
SA2022_2025,W4213436352,164,auto,Intellectual,ability,can range from,Intellectual ability can range from,0.70724773
SA2022_2025,W4213436352,165,auto,Although,differences,showed similar patterns,Although differences showed similar patterns,0.73979235
SA2022_2025,W4213436352,166,auto,The,1.9,% estimate from,The 1.9 % estimate from,0.6041835
SA2022_2025,W4213436352,167,auto,Across,all,"data sources ,","Across all data sources ,",0.6819639
SA2022_2025,W4213436352,168,auto,Prevalence,estimates,among different racial,Prevalence estimates among different racial,0.71640307
SA2022_2025,W4213436352,169,auto,Whereas,the,ADDM data showed,Whereas the ADDM data showed,0.70893043
SA2022_2025,W4213436352,170,auto,Other,ASD,estimates for children,Other ASD estimates for children,0.6785921
SA2022_2025,W4213436352,171,auto,Regarding,socioeconomic,"factors , NSCH","Regarding socioeconomic factors , NSCH",0.73755795
SA2022_2025,W4213436352,172,auto,Parent,education,level and geographic,Parent education level and geographic,0.75020593
SA2022_2025,W4213436352,173,auto,Tourette,Syndrome,Tourette syndrome is,Tourette Syndrome Tourette syndrome is,0.65636736
SA2022_2025,W4213436352,174,auto,Other,tic,disorders include persistent,Other tic disorders include persistent,0.6042942
SA2022_2025,W4213436352,175,auto,Provisional,tic,disorder is used,Provisional tic disorder is used,0.6416519
SA2022_2025,W4213436352,176,auto,Suicidal,behavior,is a public,Suicidal behavior is a public,0.62065333
SA2022_2025,W4213436352,177,auto,Data,from,YRBS indicated that,Data from YRBS indicated that,0.6104736
SA2022_2025,W4213436352,178,auto,The,prevalence,of seriously considering,The prevalence of seriously considering,0.5633685
SA2022_2025,W4213436352,179,auto,**,Suicides,are identified using,** Suicides are identified using,0.6780963
SA2022_2025,W4213436352,180,auto,§,§,The overall denominator,§ § The overall denominator,0.77752334
SA2022_2025,W4213436352,182,auto,Survey,participants,were public and,Survey participants were public and,0.6010261
SA2022_2025,W4213436352,184,auto,For,YRBS,", only age","For YRBS , only age",0.68171066
SA2022_2025,W4213436352,185,auto,†,†,† Estimates exclude,† † † Estimates exclude,0.68207604
SA2022_2025,W4213436352,186,auto,§,§,§ Geographic classification,§ § § Geographic classification,0.5942786
SA2022_2025,W4213436352,187,auto,The,urban,category includes the,The urban category includes the,0.7072198
SA2022_2025,W4213436352,188,auto,Geographic,classification,for NVSS was,Geographic classification for NVSS was,0.7409889
SA2022_2025,W4213436352,189,auto,Counties,were,classified into six,Counties were classified into six,0.67414063
SA2022_2025,W4213436352,190,auto,The,four,metropolitan categories (,The four metropolitan categories (,0.7027425
SA2022_2025,W4213436352,191,auto,The,two,nonmetropolitan categories (,The two nonmetropolitan categories (,0.65860003
SA2022_2025,W4213436352,193,auto,Similarly,",",the estimated percentage,"Similarly , the estimated percentage",0.6609213
SA2022_2025,W4213436352,194,auto,Both,NVSS,2018 - 2019,Both NVSS 2018 - 2019,0.67607355
SA2022_2025,W4213436352,195,auto,The,rate,was also higher,The rate was also higher,0.64449525
SA2022_2025,W4213436352,196,auto,Mental,Health,Services Mental health,Mental Health Services Mental health,0.7833539
SA2022_2025,W4213436352,197,auto,Options,to,treat mental disorders,Options to treat mental disorders,0.55310184
SA2022_2025,W4213436352,198,auto,NHIS,data,from 2017 -,NHIS data from 2017 -,0.60805154
SA2022_2025,W4213436352,199,auto,NSCH,2016,- 2019 estimates,NSCH 2016 - 2019 estimates,0.71929675
SA2022_2025,W4213436352,200,auto,However,",",NSDUH 2018 -,"However , NSDUH 2018 -",0.6705246
SA2022_2025,W4213436352,201,auto,Data,from,both NSCH 2016,Data from both NSCH 2016,0.5962367
SA2022_2025,W4213436352,202,auto,Across,surveys,"( NSCH ,","Across surveys ( NSCH ,",0.7276557
SA2022_2025,W4213436352,203,auto,NSCH,data,from 2016 -,NSCH data from 2016 -,0.6009895
SA2022_2025,W4213436352,204,auto,NHANES,:,""" During the","NHANES : "" During the",0.63042545
SA2022_2025,W4213436352,205,auto,Receipt,of,specialty and nonspecialty,Receipt of specialty and nonspecialty,0.5358673
SA2022_2025,W4213436352,206,auto,**,"""",During the past,"** "" During the past",0.62986135
SA2022_2025,W4213436352,207,auto,Use,of,psychotherapeutic agents in,Use of psychotherapeutic agents in,0.57941145
SA2022_2025,W4213436352,208,auto,§,§,Estimates exclude other,§ § Estimates exclude other,0.77493083
SA2022_2025,W4213436352,209,auto,¶,¶,For NSCH and,¶ ¶ For NSCH and,0.7341041
SA2022_2025,W4213436352,210,auto,Imputed,income,files were used,Imputed income files were used,0.6053378
SA2022_2025,W4213436352,211,auto,NSDUH,only,imputes family size,NSDUH only imputes family size,0.6357632
SA2022_2025,W4213436352,212,auto,NHANES,uses,the US Department,NHANES uses the US Department,0.5629803
SA2022_2025,W4213436352,214,auto,The,highest,level of parent,The highest level of parent,0.71237594
SA2022_2025,W4213436352,215,auto,For,NHANES,", education of","For NHANES , education of",0.61531335
SA2022_2025,W4213436352,216,auto,†,†,† Private included,† † † Private included,0.70755535
SA2022_2025,W4213436352,217,auto,Respondents,who,indicated both public,Respondents who indicated both public,0.605833
SA2022_2025,W4213436352,218,auto,§,§,§ Estimate did,§ § § Estimate did,0.69002
SA2022_2025,W4213436352,219,auto,¶,¶,¶ Method for,¶ ¶ ¶ Method for,0.8006085
SA2022_2025,W4213436352,220,auto,NSCH,:,2010 Office of,NSCH : 2010 Office of,0.5863966
SA2022_2025,W4213436352,221,auto,Urban,/,suburban includes metropolitan,Urban / suburban includes metropolitan,0.5804113
SA2022_2025,W4213436352,222,auto,Urban,/,suburban includes large,Urban / suburban includes large,0.6122863
SA2022_2025,W4213436352,223,auto,Positive,Indicators,of Mental Health,Positive Indicators of Mental Health,0.72731626
SA2022_2025,W4213436352,224,auto,Parents,were,asked to report,Parents were asked to report,0.62090546
SA2022_2025,W4213436352,225,auto,Among,children,aged 6 months,Among children aged 6 months,0.7873614
SA2022_2025,W4213436352,226,auto,The,prevalence,of positive indicators,The prevalence of positive indicators,0.6582327
SA2022_2025,W4213436352,227,auto,Prevalence,of,curiosity was higher,Prevalence of curiosity was higher,0.59394157
SA2022_2025,W4213436352,228,auto,The,percentage,of girls who,The percentage of girls who,0.62598306
SA2022_2025,W4213436352,229,auto,No,differences,by race and,No differences by race and,0.7309391
SA2022_2025,W4213436352,230,auto,White,children,aged 6 months,White children aged 6 months,0.6920546
SA2022_2025,W4213436352,231,auto,White,children,aged 6 months,White children aged 6 months,0.6920546
SA2022_2025,W4213436352,232,auto,Among,the,four groups †,Among the four groups †,0.7050943
SA2022_2025,W4213436352,233,auto,§,"""",This child smiles,"§ "" This child smiles",0.71598655
SA2022_2025,W4213436352,234,auto,¶,"""",This child shows,"¶ "" This child shows",0.7289967
SA2022_2025,W4213436352,235,auto,**,"""",This child works,"** "" This child works",0.6771022
SA2022_2025,W4213436352,236,auto,†,†,""" This child","† † "" This child",0.74865675
SA2022_2025,W4213436352,237,auto,§,§,Estimates exclude other,§ § Estimates exclude other,0.7749307
SA2022_2025,W4213436352,238,auto,¶,¶,FPL is based,¶ ¶ FPL is based,0.69281363
SA2022_2025,W4213436352,239,auto,Imputed,income,files were used,Imputed income files were used,0.60533774
SA2022_2025,W4213436352,241,auto,The,highest,level of parent,The highest level of parent,0.71237594
SA2022_2025,W4213436352,242,auto,studied,",",the highest prevalence,"studied , the highest prevalence",0.5578658
SA2022_2025,W4213436352,243,auto,Children,who,had a parent,Children who had a parent,0.6352234
SA2022_2025,W4213436352,244,auto,Children,with,private health insurance,Children with private health insurance,0.52251685
SA2022_2025,W4213436352,245,auto,For,each,of the other,For each of the other,0.7279318
SA2022_2025,W4213436352,246,auto,A,linear,pattern was noted,A linear pattern was noted,0.74997187
SA2022_2025,W4213436352,247,auto,Among,the,"groups studied ,","Among the groups studied ,",0.748134
SA2022_2025,W4213436352,248,auto,Only,one,indicator varied by,Only one indicator varied by,0.7149912
SA2022_2025,W4213436352,249,auto,Discussion,Surveillance,of children's mental,Discussion Surveillance of children's mental,0.6152068
SA2022_2025,W4213436352,250,auto,Overall,",","no single ,","Overall , no single ,",0.6697791
SA2022_2025,W4213436352,251,auto,These,data,confirm the overall,These data confirm the overall,0.5553752
SA2022_2025,W4213436352,252,auto,One,finding,from the surveillance,One finding from the surveillance,0.7039487
SA2022_2025,W4213436352,253,auto,Approximately,2,% of children,Approximately 2 % of children,0.5603984
SA2022_2025,W4213436352,254,auto,In,contrast,", NSCH data","In contrast , NSCH data",0.71854556
SA2022_2025,W4213436352,255,auto,Across,data,"sources , estimates","Across data sources , estimates",0.6171523
SA2022_2025,W4213436352,256,auto,Suicide,(,2018 - 2019,Suicide ( 2018 - 2019,0.5719646
SA2022_2025,W4213436352,257,auto,Although,the,positive indicator of,Although the positive indicator of,0.77174497
SA2022_2025,W4213436352,258,auto,These,data,show the advantage,These data show the advantage,0.57669127
SA2022_2025,W4213436352,259,auto,Mental,disorders,affect children across,Mental disorders affect children across,0.707152
SA2022_2025,W4213436352,260,auto,Consistent,with,"previous studies ,","Consistent with previous studies ,",0.6458773
SA2022_2025,W4213436352,261,auto,The,prevalence,of many mental,The prevalence of many mental,0.59941554
SA2022_2025,W4213436352,262,auto,Black,and,White children had,Black and White children had,0.649728
SA2022_2025,W4213436352,263,auto,Because,evidence,has shown that,Because evidence has shown that,0.60814744
SA2022_2025,W4213436352,264,auto,White,children,had the highest,White children had the highest,0.6138372
SA2022_2025,W4213436352,265,auto,YRBS,2019,data indicated that,YRBS 2019 data indicated that,0.58065426
SA2022_2025,W4213436352,266,auto,Data,from,2018 - 2019,Data from 2018 - 2019,0.65465856
SA2022_2025,W4213436352,267,auto,Similarly,",",the NSDUH prevalence,"Similarly , the NSDUH prevalence",0.61020255
SA2022_2025,W4213436352,268,auto,Other,studies,have found that,Other studies have found that,0.666369
SA2022_2025,W4213436352,269,auto,Also,based,on NSCH data,Also based on NSCH data,0.6535262
SA2022_2025,W4213436352,270,auto,Although,the,prevalence of receipt,Although the prevalence of receipt,0.67319286
SA2022_2025,W4213436352,271,auto,Black,children,and children in,Black children and children in,0.74415755
SA2022_2025,W4213436352,272,auto,The,findings,in this report,The findings in this report,0.65005136
SA2022_2025,W4213436352,273,auto,The,findings,in this report,The findings in this report,0.65005136
SA2022_2025,W4213436352,274,auto,First,",",numerous gaps exist,"First , numerous gaps exist",0.6138157
SA2022_2025,W4213436352,275,auto,Data,on,positive indicators of,Data on positive indicators of,0.6229987
SA2022_2025,W4213436352,276,auto,Furthermore,",",of the positive,"Furthermore , of the positive",0.66138554
SA2022_2025,W4213436352,277,auto,Although,these,items were developed,Although these items were developed,0.6587738
SA2022_2025,W4213436352,278,auto,Third,",",even when indicators,"Third , even when indicators",0.6310701
SA2022_2025,W4213436352,279,auto,In,many,"cases , sample","In many cases , sample",0.71435076
SA2022_2025,W4213436352,280,auto,For,example,", even with","For example , even with",0.65097857
SA2022_2025,W4213436352,281,auto,Furthermore,",",despite using larger,"Furthermore , despite using larger",0.63410276
SA2022_2025,W4213436352,282,auto,In,addition,to differences in,In addition to differences in,0.6479752
SA2022_2025,W4213436352,283,auto,For,example,", NSCH includes","For example , NSCH includes",0.7181522
SA2022_2025,W4213436352,284,auto,NHANES,has,data on use,NHANES has data on use,0.45849863
SA2022_2025,W4213436352,285,auto,Different,systems,focus on different,Different systems focus on different,0.7437487
SA2022_2025,W4213436352,286,auto,In,addition,", other indicators","In addition , other indicators",0.6682507
SA2022_2025,W4213436352,287,auto,These,differences,limit the ability,These differences limit the ability,0.6322432
SA2022_2025,W4213436352,288,auto,Sixth,",",the data collected,"Sixth , the data collected",0.6141994
SA2022_2025,W4213436352,289,auto,Much,of,the data are,Much of the data are,0.63166887
SA2022_2025,W4213436352,290,auto,Moreover,",",parent - reported,"Moreover , parent - reported",0.5489562
SA2022_2025,W4213436352,291,auto,Cultural,differences,might also affect,Cultural differences might also affect,0.74145365
SA2022_2025,W4213436352,292,auto,For,example,", determining whether","For example , determining whether",0.62821203
SA2022_2025,W4213436352,293,auto,Stigma,related,to mental health,Stigma related to mental health,0.54348713
SA2022_2025,W4213436352,294,auto,Previous,reports,have used data,Previous reports have used data,0.645936
