topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
SA2022_2025,W4213436352,208,auto,§,§,Estimates exclude other,§ § Estimates exclude other,
SA2022_2025,W4213436352,209,auto,¶,¶,For NSCH and,¶ ¶ For NSCH and,
SA2022_2025,W4213436352,210,auto,Imputed,income,files were used,Imputed income files were used,
SA2022_2025,W4213436352,211,auto,NSDUH,only,imputes family size,NSDUH only imputes family size,
SA2022_2025,W4213436352,212,auto,NHANES,uses,the US Department,NHANES uses the US Department,
SA2022_2025,W4213436352,214,auto,The,highest,level of parent,The highest level of parent,
SA2022_2025,W4213436352,215,auto,For,NHANES,", education of","For NHANES , education of",
SA2022_2025,W4213436352,216,auto,†,†,† Private included,† † † Private included,
SA2022_2025,W4213436352,217,auto,Respondents,who,indicated both public,Respondents who indicated both public,
SA2022_2025,W4213436352,218,auto,§,§,§ Estimate did,§ § § Estimate did,
SA2022_2025,W4213436352,219,auto,¶,¶,¶ Method for,¶ ¶ ¶ Method for,
SA2022_2025,W4213436352,220,auto,NSCH,:,2010 Office of,NSCH : 2010 Office of,
SA2022_2025,W4213436352,221,auto,Urban,/,suburban includes metropolitan,Urban / suburban includes metropolitan,
SA2022_2025,W4213436352,222,auto,Urban,/,suburban includes large,Urban / suburban includes large,
SA2022_2025,W4213436352,223,auto,Positive,Indicators,of Mental Health,Positive Indicators of Mental Health,
SA2022_2025,W4213436352,224,auto,Parents,were,asked to report,Parents were asked to report,
SA2022_2025,W4213436352,225,auto,Among,children,aged 6 months,Among children aged 6 months,
SA2022_2025,W4213436352,226,auto,The,prevalence,of positive indicators,The prevalence of positive indicators,
SA2022_2025,W4213436352,227,auto,Prevalence,of,curiosity was higher,Prevalence of curiosity was higher,
SA2022_2025,W4213436352,228,auto,The,percentage,of girls who,The percentage of girls who,
SA2022_2025,W4213436352,229,auto,No,differences,by race and,No differences by race and,
SA2022_2025,W4213436352,230,auto,White,children,aged 6 months,White children aged 6 months,
SA2022_2025,W4213436352,231,auto,White,children,aged 6 months,White children aged 6 months,
SA2022_2025,W4213436352,232,auto,Among,the,four groups †,Among the four groups †,
SA2022_2025,W4213436352,233,auto,§,"""",This child smiles,"§ "" This child smiles",
SA2022_2025,W4213436352,234,auto,¶,"""",This child shows,"¶ "" This child shows",
SA2022_2025,W4213436352,235,auto,**,"""",This child works,"** "" This child works",
SA2022_2025,W4213436352,236,auto,†,†,""" This child","† † "" This child",
SA2022_2025,W4213436352,237,auto,§,§,Estimates exclude other,§ § Estimates exclude other,
SA2022_2025,W4213436352,238,auto,¶,¶,FPL is based,¶ ¶ FPL is based,
SA2022_2025,W4213436352,239,auto,Imputed,income,files were used,Imputed income files were used,
SA2022_2025,W4213436352,241,auto,The,highest,level of parent,The highest level of parent,
SA2022_2025,W4213436352,242,auto,studied,",",the highest prevalence,"studied , the highest prevalence",
SA2022_2025,W4213436352,243,auto,Children,who,had a parent,Children who had a parent,
SA2022_2025,W4213436352,244,auto,Children,with,private health insurance,Children with private health insurance,
SA2022_2025,W4213436352,245,auto,For,each,of the other,For each of the other,
SA2022_2025,W4213436352,246,auto,A,linear,pattern was noted,A linear pattern was noted,
SA2022_2025,W4213436352,247,auto,Among,the,"groups studied ,","Among the groups studied ,",
SA2022_2025,W4213436352,248,auto,Only,one,indicator varied by,Only one indicator varied by,
SA2022_2025,W4213436352,249,auto,Discussion,Surveillance,of children's mental,Discussion Surveillance of children's mental,
SA2022_2025,W4213436352,250,auto,Overall,",","no single ,","Overall , no single ,",
SA2022_2025,W4213436352,251,auto,These,data,confirm the overall,These data confirm the overall,
SA2022_2025,W4213436352,252,auto,One,finding,from the surveillance,One finding from the surveillance,
SA2022_2025,W4213436352,253,auto,Approximately,2,% of children,Approximately 2 % of children,
SA2022_2025,W4213436352,254,auto,In,contrast,", NSCH data","In contrast , NSCH data",
SA2022_2025,W4213436352,255,auto,Across,data,"sources , estimates","Across data sources , estimates",
SA2022_2025,W4213436352,256,auto,Suicide,(,2018 - 2019,Suicide ( 2018 - 2019,
SA2022_2025,W4213436352,257,auto,Although,the,positive indicator of,Although the positive indicator of,
SA2022_2025,W4213436352,258,auto,These,data,show the advantage,These data show the advantage,
SA2022_2025,W4213436352,259,auto,Mental,disorders,affect children across,Mental disorders affect children across,
SA2022_2025,W4213436352,260,auto,Consistent,with,"previous studies ,","Consistent with previous studies ,",
SA2022_2025,W4213436352,261,auto,The,prevalence,of many mental,The prevalence of many mental,
SA2022_2025,W4213436352,262,auto,Black,and,White children had,Black and White children had,
SA2022_2025,W4213436352,263,auto,Because,evidence,has shown that,Because evidence has shown that,
SA2022_2025,W4213436352,264,auto,White,children,had the highest,White children had the highest,
SA2022_2025,W4213436352,265,auto,YRBS,2019,data indicated that,YRBS 2019 data indicated that,
SA2022_2025,W4213436352,266,auto,Data,from,2018 - 2019,Data from 2018 - 2019,
SA2022_2025,W4213436352,267,auto,Similarly,",",the NSDUH prevalence,"Similarly , the NSDUH prevalence",
SA2022_2025,W4213436352,268,auto,Other,studies,have found that,Other studies have found that,
SA2022_2025,W4213436352,269,auto,Also,based,on NSCH data,Also based on NSCH data,
SA2022_2025,W4213436352,270,auto,Although,the,prevalence of receipt,Although the prevalence of receipt,
SA2022_2025,W4213436352,271,auto,Black,children,and children in,Black children and children in,
SA2022_2025,W4213436352,272,auto,The,findings,in this report,The findings in this report,
SA2022_2025,W4213436352,273,auto,The,findings,in this report,The findings in this report,
SA2022_2025,W4213436352,274,auto,First,",",numerous gaps exist,"First , numerous gaps exist",
SA2022_2025,W4213436352,275,auto,Data,on,positive indicators of,Data on positive indicators of,
SA2022_2025,W4213436352,276,auto,Furthermore,",",of the positive,"Furthermore , of the positive",
SA2022_2025,W4213436352,277,auto,Although,these,items were developed,Although these items were developed,
SA2022_2025,W4213436352,278,auto,Third,",",even when indicators,"Third , even when indicators",
SA2022_2025,W4213436352,279,auto,In,many,"cases , sample","In many cases , sample",
SA2022_2025,W4213436352,280,auto,For,example,", even with","For example , even with",
SA2022_2025,W4213436352,281,auto,Furthermore,",",despite using larger,"Furthermore , despite using larger",
SA2022_2025,W4213436352,282,auto,In,addition,to differences in,In addition to differences in,
SA2022_2025,W4213436352,283,auto,For,example,", NSCH includes","For example , NSCH includes",
SA2022_2025,W4213436352,284,auto,NHANES,has,data on use,NHANES has data on use,
SA2022_2025,W4213436352,285,auto,Different,systems,focus on different,Different systems focus on different,
SA2022_2025,W4213436352,286,auto,In,addition,", other indicators","In addition , other indicators",
SA2022_2025,W4213436352,287,auto,These,differences,limit the ability,These differences limit the ability,
SA2022_2025,W4213436352,288,auto,Sixth,",",the data collected,"Sixth , the data collected",
SA2022_2025,W4213436352,289,auto,Much,of,the data are,Much of the data are,
SA2022_2025,W4213436352,290,auto,Moreover,",",parent - reported,"Moreover , parent - reported",
SA2022_2025,W4213436352,291,auto,Cultural,differences,might also affect,Cultural differences might also affect,
SA2022_2025,W4213436352,292,auto,For,example,", determining whether","For example , determining whether",
SA2022_2025,W4213436352,293,auto,Stigma,related,to mental health,Stigma related to mental health,
SA2022_2025,W4213436352,294,auto,Previous,reports,have used data,Previous reports have used data,
SA2022_2025,W4213436352,295,auto,Specifically,",",disorders might vary,"Specifically , disorders might vary",
SA2022_2025,W4213436352,296,auto,As,noted,"previously , the","As noted previously , the",
SA2022_2025,W4213436352,297,auto,The,goals,and process of,The goals and process of,
SA2022_2025,W4213436352,298,auto,The,annual,administration of NSCH,The annual administration of NSCH,
SA2022_2025,W4213436352,299,auto,After,2016,", NSCH added","After 2016 , NSCH added",
SA2022_2025,W4213436352,300,auto,To,reach,"these goals ,","To reach these goals ,",
SA2022_2025,W4213436352,301,auto,Rotating,content,on a fixed,Rotating content on a fixed,
SA2022_2025,W4213436352,302,auto,A,panel,of technical experts,A panel of technical experts,
SA2022_2025,W4213436352,303,auto,As,such,", mental health","As such , mental health",
SA2022_2025,W4213436352,304,auto,In,addition,", beginning in","In addition , beginning in",
SA2022_2025,W4213436352,305,auto,The,Baby,Pediatric Symptom Checklist,The Baby Pediatric Symptom Checklist,
SA2022_2025,W4213436352,306,auto,The,questions,ask about a,The questions ask about a,
SA2022_2025,W4213436352,307,auto,The,new,NHIS design allows,The new NHIS design allows,
SA2022_2025,W4213436352,308,auto,More,information,on the periodicity,More information on the periodicity,
SA2022_2025,W4213436352,309,auto,Future,reports,from the ADDM,Future reports from the ADDM,
SA2022_2025,W4213436352,310,auto,ADDM,will,continue to incorporate,ADDM will continue to incorporate,
SA2022_2025,W4213436352,311,auto,An,analysis,comparing the previous,An analysis comparing the previous,
SA2022_2025,W4213436352,312,auto,Some,states,and local education,Some states and local education,
SA2022_2025,W4213436352,313,auto,For,example,", some YRBS","For example , some YRBS",
SA2022_2025,W4213436352,314,auto,NSDUH,includes,questions that ask,NSDUH includes questions that ask,
SA2022_2025,W4213436352,315,auto,Improving,overall,well - being,Improving overall well - being,
SA2022_2025,W4213436352,316,auto,In,addition,to the national,In addition to the national,
SA2022_2025,W4213436352,317,auto,The,Project,to Learn About,The Project to Learn About,
SA2022_2025,W4213436352,318,auto,To,help,address the problems,To help address the problems,
SA2022_2025,W4213436352,319,auto,Such,methods,have been applied,Such methods have been applied,
SA2022_2025,W4213436352,320,auto,Through,two,"cooperative agreements ,","Through two cooperative agreements ,",
SA2022_2025,W4213436352,321,auto,A,CDC,- supported resource,A CDC - supported resource,
SA2022_2025,W4213436352,322,auto,The,findings,in this report,The findings in this report,
SA2022_2025,W4213436352,323,auto,Because,of,the substantial impact,Because of the substantial impact,
SA2022_2025,W4213436352,324,auto,During,January,2013 - June,During January 2013 - June,
SA2022_2025,W4213436352,325,auto,The,number,of school -,The number of school -,
SA2022_2025,W4213436352,326,auto,Seven,(,14.9 % ),Seven ( 14.9 % ),
SA2022_2025,W4213436352,327,auto,NVSS,data,indicate that rates,NVSS data indicate that rates,
SA2022_2025,W4213436352,328,auto,Abbreviations,:,FPL = federal,Abbreviations : FPL = federal,
